,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-tulsa-chapter-scholarship/,"PMI Tulsa Chapter Scholarship offers awards to applicants who are enrolled in or applying for an accredited two-year associate's degree or four-year bachelor's degree program. Applicants will be reviewed with the following order of priority: a member of the PMI Tulsa Chapter or an immediate family member (including spouse, children, step-children and grandchildren but not cousins, aunts, or uncles) attending or planning to attend any two- or four-year accredited college or university; a resident of Northeastern Oklahoma attending or planning to attend any two- or four-year accredited college or university; an individual attending or planning to attend a two- or four-year accredited degree program at a college or university in Northeastern Oklahoma; or an any individual attending or planning to attend any two- or four-year accredited college or university in Oklahoma. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Tulsa Chapter Scholarship
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-silver-spring-chapter-scholarship/,"The PMI Silver Spring Chapter is offered to two applicants enrolled in or applying for an accredited academic degree program in project management or a related field benefitting from project management. First priority is given to anyone attending the following colleges or universities in the National Capital Area: Trinity Washington University; a resident in the National Capital Area attending any accredited college or university anywhere; and anyone attending any accredited college or university in the National Capital Area. Second priority is given to a resident in the National Capital Area attending any accredited college or university anywhere; or anyone attending any accredited college or university in the National Capital Area. The National Capital Area includes: Washington, D.C.; Maryland: Howard County, Montgomery County and Prince George's County; Virginia: Alexandria, Arlington County, Fairfax County, Loudoun County, and Prince William County. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Silver Spring Chapter Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-robert-j-yourzak-scholarship-award/,"The PMI Educational Foundation Scholarship Program is pleased that you are interested in pursuing a career in project management. The Foundation has established a tuition scholarship program to assist qualified students in obtaining degrees from accredited academic institutions of higher learning in the field of project management. Scholarships are sponsored by PMI, PMI Components, corporations, and universities. In honor of the numerous contributions made by Robert J. Yourzak to the PMI Minnesota Chapter, to PMI, and to the project management profession the PMI Minnesota Chapter established the Robert J. Yourzak Scholarship Award. This scholarship is open to any student enrolled in a degree-granting program of higher education in the field of project management or other related field. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Robert J. Yourzak Scholarship Award
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-ray-piper-global-project-management-education-scholarship/,"The Ray Piper Global Project Management Education Scholarship awards students enrolled in or applying for an accredited undergraduate academic degree program in project management or a related field of study at any college or university anywhere in the world. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Ray Piper Global Project Management Education Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-phoenix-chapter-scholarship/,"To be eligible for the PMI Phoenix Chapter Scholarship, applicants must be enrolled in an accredited college or university pursuing a bachelor's, master's, or doctoral degree in project management or a related field and be a resident of Arizona. For more information and or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Phoenix Chapter Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-north-carolina-chapter-scholarship/,"In order to be considered eligible for the PMI North Carolina Chapter Scholarship, applicants must be enrolled in or applying to an accredited academic degree program in project management or a related field benefiting from project management, with the following order of priority: a resident of North Carolina attending or planning to attend an accredited college or university; an individual attending or planning to attend an accredited degree program at a college or university in North Carolina; an individual attending or planning to attend an accredited degree program at a college or university in the tri-state area (Virginia, North Carolina, South Carolina), or an individual attending or planning to attend an accredited degree program at any college or university. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI North Carolina Chapter Scholarship
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-new-york-city-chapter-scholarship/,"In order to be considered eligible for the PMI New York City Chapter, applicants must be enrolled in or applying for an accredited academic degree program in project management, and/or a field that benefits from project management (i.e., science/engineering, hotel management, information technology, pharmaceutical, business administration, construction, human resources, educational administration, etc.), with the following order of priority: 1st Priority: A member of the PMI NYC Chapter or an immediate family member (including spouse, step-children, and grandchildren but not cousins, aunts or uncles) attending or planning to attend any accredited college or university program in the Metro NYC Area; 2nd Priority: A member of the PMI NYC Chapter or an immediate family member (including spouse, step-children, and grandchildren but not cousins, aunts or uncles) attending or planning to attend any accredited college or university program. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI New York City Chapter Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-matthew-h-parry-memorial-scholarship/,"The PMI Educational Foundation Scholarship Program is pleased that you are interested in pursuing a career in project management. The Foundation has established a tuition scholarship program to assist qualified students in obtaining degrees from accredited academic institutions of higher learning in the field of project management. Scholarships are sponsored by PMI, PMI Components, corporations, and universities.(adsbygoogle = window.adsbygoogle || []).push({});The Project Management Institute established the Matthew H. Parry Memorial Scholarship to honor the numerous contributions made by Matthew Parry to PMI and the project management profession. This scholarship is open to any undergraduate student enrolled in a degree-granting program of higher education and showing an interest in project management as a potential career.For more information or to apply, please visit the scholarship provider's website.",PMI Matthew H. Parry Memorial Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-eric-jenett-founders-scholarship/,"The PMI Eric Jenett Founders Scholarship. The scholarship is open to any student enrolled in an accredited college or university, pursuing a bachelor's degree in project management or a project management related field. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Eric Jenett Founders Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-eastern-iowa-chapter-scholarship/,"We are pleased that you are interested in pursuing a career in project management. The Foundation has established a tuition scholarship program to assist qualified students in obtaining degrees from accredited academic institutions of higher learning in the field of project management. Scholarships are sponsored by PMI, PMI Components, corporations, and universities.(adsbygoogle = window.adsbygoogle || []).push({});In order to be considered eligible for the PMI Eastern Iowa Chapter Scholarship, applicants must be enrolled in or applying for an accredited academic degree program in project management or a related field benefitting from project management. Applicant must be a child (or a step-child) of a member of the PMI Eastern Iowa Chapter, a resident of the Iowa City/Cedar Rapids or Eastern Iowa area attending or planning to attend any accredited college or university, a resident of Iowa attending or planning to attend any accredited college or university, an individual attending or planning to attend an accredited degree program at a college or university in the tri-state area (Iowa, Missouri, Illinois) or any individual attending or planning to attend an accredited degree program at any college or university. For more information or to apply, please visit the scholarship provider's website.",PMI Eastern Iowa Chapter Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-central-iowa-chapter-scholarship/,"In order to qualify for the PMI Central Iowa Chapter Scholarship, applicants must be accepted to or attend an undergraduate or graduate degree program at an accredited college or university in Iowa in any field related to project management. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Central Iowa Chapter Scholarship
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pmi-alaska-chapter-scholarship/,"The PMI Alaska Chapter Scholarships are for applicants who are enrolled in or applying for an accredited undergraduate, graduate or doctoral academic degree program in project management or a related field benefitting from project management with the following order of priority:1st priority: a member of the PMI Alaska Chapter who is a resident of Alaska attending or planning to attend an accredited college or university program anywhere; 2nd priority: any individual residing in Alaska who is attending or planning to attend an accredited college or university program anywhere. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Alaska Chapter Scholarship
0,P.O. Box 68960,,"Indianapolis, IN 42628",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pink-tractor-scholarship/,"Awarded to a high school senior pursuing a four-year degree in agricultural business management, farm & ranch management, livestock management or agricultural sales and marketing. Applicant must be female, live on family farm in the Continental United States and demonstrate an interest in managing a farm. Minimum 3.0 GPA on a 4.0 scale required. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Pink Tractor Scholarship
0,5215 N O,Suite 200,"Irving, TX 75039",PCTEdScholarship@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/phi-chi-theta-anna-e-hall-helen-d-snow-scholarships/,"To qualify for consideration for the Phi Chi Theta Anna E. Hall/Helen D. Snow Scholarships, applicant must be: A national member of Phi Chi Theta in good standing. A student who has completed at least one semester or two quarters of college in the United States. A student who will be enrolled in and attending classes during the forthcoming academic year at an approved college or university in the United States, in pursuit of a degree (bachelor’s, master’s or doctoral) in the fields of business and/or economics.(adsbygoogle = window.adsbygoogle || []).push({});",Phi Chi Theta Anna E. Hall/Helen D. Snow Scholarships
0,3803 West Chester Pike,Suite 225,"Newtown Square, PA 19073",arigney@societyoffsp.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/paul-s-mills-scholarship/,"The Paul S. Mills Scholarship program offers scholarships to students pursuing an undergraduate education in a financial service related field. This may include finance, accounting, insurance or risk management, actuarial sciences, and related fields of business.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Be United States citizens or legal residents living in one of the 50 U.S. states, the District of Columbia or U.S. Territories- Be a full or part-time student enrolled or accepted into an undergraduate college or university program- Be pursuing a course of study in a financial service field- Demonstrate financial need by submitting the FAFSA Student Aid Report or similar documentation of financial needFor more information or to apply, please visit the scholarship provider's website.",Paul S. Mills Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pacific-gas-and-electric-company-womens-network-erg-scholarship/,"Women's Network Employee Resource Group will award $1,000 to $3,000 scholarships to at least eight college-bound high school seniors.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a college-bound high school senior-Must have a minimum 3.0 GPA-All eligible majors include: engineering, environmental studies, economics, finance, math, business, or energy related majorsFor more information or to apply, please visit the scholarship provider's website.",Pacific Gas & Electric Company Women's Network ERG Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pacific-gas-and-electric-company-black-erg-scholarship/,"The Black Employee Resource Group is an organization dedicated to cultivating, sustaining and maintaining an energized network of professionals in support of African American culture throughout the company by providing a supportive environment for optimal career and professional development, mentoring, and community outreach. In order to apply, you must be a college-bound high school senior with a minimum 3.0 GPA. All eligible majors include STEM majors, business, environmental, or energy-related majors. Also, your primary residence must be that of a PG&E customer in California at the time of application. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Pacific Gas & Electric Company Black ERG Scholarship
0,77 Beale Street,,"San Francisco, CA 94105-1814",AEAScholarship@pge.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/pacific-gas-and-electric-company-asian-erg-scholarship/,"Asian Employee Resource Group represents PG&E's collective employee population. They seek to add value and support to PG&E's initiatives while providing an effective forum for members to enhance skills, knowledge and experience. Through organized activities, the group enables members to play a key role within the company and throughout their communities.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a college-bound high school senior-Must have a 3.5 GPA, 1500 SAT, 25 ACT-All eligible majors include: engineering IT, business, environmental or energy-related majorsFor more information or to apply, please visit the scholarship provider's website.",Pacific Gas & Electric Company Asian ERG Scholarship
0,P.O. Box 6157,,"Woodridge, IL 60517",webmaster@owuscholarship.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/our-world-underwater-society-rolex-scholarship/,"The Our World-Underwater Scholarship provides a hands-on introduction to underwater and other aquatic-related endeavors for young persons with an interest in underwater–related disciplines. Students must be 21 to 26 years of age, be in high academic standing, fluent in English and certified as a rescue diver or equivalent with a minimum 25 dives logged in the past two years. If you are chosen as a scholar, you will be required to pass a NOAA or equivalent physical. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Our World-Underwater Society Rolex Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/nexteer-scholarship/,"The Nexteer Scholarship Fund mission is to help high school graduates in financial need through a scholarship program for residents of Saginaw, Midland and Bay Counties who are pursuing a career in engineering or general business. The goal is to help deserving individuals within our community achieve their career goals – an objective which has the added benefit of improving the community-at-large.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Graduating high school senior-Resident of Bay, Midland, or Saginaw Counties-Pursuing an undergraduate degree in Engineering or Business (includes global supply management, purchasing, logistics, etc.)-Must be attending an accredited, four-year Michigan university-Must have a minimum 3.0 GPA-Additional consideration will be given to a UAW Local 699 member or immediate family-Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",Nexteer Scholarship
0,P.O. Box 338,,"Ridgewood, NJ 07451",scholarships@nyfwa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/new-york-financial-writers-association-scholarship/,"The New York Financial Writers Association Scholarships are for journalism students in the New York City metropolitan area who wish to pursue a career in business or financial journalism.(adsbygoogle = window.adsbygoogle || []).push({});Complete the application providing your present address and telephone number and, if different, your permanent home address and telephone number. Applications should be available at your department or the NYFWA website. If you do not have access to an application, simply send a cover letter with the information. Send an essay explaining why you are pursuing a career in business and financial journalism. Include a current resume, relevant personal information, list any other scholarships you have received, and samples of your financial writing and clippings.For more details and to apply, please visit the scholarship provider's website.",New York Financial Writers' Association Scholarship
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,P.O. Box 725,,"Denmark, WI 54208",info@dairyshrine.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/nds-klussendorf-mckown-scholarship/,"Seven scholarships will be awarded, three from the Klussendorf's Chris Kampf fund and four from the McKown Fund. Students who are eligible include those that are successfully completing their first, second or third years at a two- or four-year college or university in the United States or Canada majoring in dairy science, animal science, agri-business, or other related majors that will develop the skills needed to pursue a career in the dairy industry. Scholarships are based on activities, experience, interest in showing dairy cattle and future plans. These awards are made possible by donations from Chris Kampf, the McKown family and from Klussendorf members and friends. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NDS/Klussendorf/McKown Scholarship
0,PO Box 725,,"Denmark, WI 54208",info@dairyshrine.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/nds-student-recognition-program/,"The purpose of this award is to recognize and reward graduating university or four-year college seniors who are planning a career related to the dairy industry or production agriculture and who have demonstrated leadership skills, activities, academic ability and interest in the dairy industry. Each university can nominate up to two students for this award. Only two applicants per college or university are accepted for this contest in any given year. Two letters of recommendation are required from the department chair or faculty members who are familiar with the applicant's activities and academic achievements. The total number of awards will be determined by the number and quality of applicants. The Top student will receive $2,000, the second $1,500 and a minimum of $7,500 in total will be awarded per year. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NDS Student Recognition Program
0,PO Box 725,,"Denmark, WI 54208",info@dairyshrine.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/nds-kildee-undergraduate-scholarships/,"H.H. Kildee, longtime Dean of the College of Agriculture at Iowa State University, was an outstanding judge of dairy cattle and supporter of student judging programs and activities. In 1999, National Dairy Shrine established an undergraduate scholarship ($1,000) in his honor to be awarded to a junior/senior status college student working toward a Bachelor of Science in Dairy/Animal Science or has a major emphasis on dairy through another major. Only the Top 25 individuals in either the National 4-H Dairy Judging Contest or the National FFA Dairy Cattle Evaluation Contest are eligible to apply during their junior or senior year of college. The winner will be recognized at the National Dairy Shrine Awards Banquet. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NDS Kildee Undergraduate Scholarships
0,49 Howell Drive,,"Verona, NJ 07044",gbradygbconsult@verizon.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/nawc-new-jersey-chapter-scholarship/,"The New Jersey Chapter of the National Association of Water Companies Association is offering scholarships to high school students who will be attending a New Jersey college or university and is interested in the water utility industry or any related field.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility requirements:-Be a U.S. Citizen-Be a resident of New Jersey and have lived in state for at least five years-Be a high school senior or college student intending to pursue a degree at a New Jersey college/university (2 or 4-year) as an undergraduate or graduate student (part or full-time)-Have/maintain at least a 3.0 GPAFor more information or to apply, please visit the scholarship provider's website.",NAWC New Jersey Chapter Scholarship
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/national-indian-gaming-association-niga-tribal-college-scholarship/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the National Indian Gaming Association (NIGA) Tribal College Scholarship:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 3.0 GPA-Have a declared major in business or a related field-Preference given to business, information technology, hospitality, and marketing majorsFor more information or to apply, please visit the scholarship provider's website.",National Indian Gaming Association (NIGA) Tribal College Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/national-ffa-scholarships/,"Dean Carlson grew up on a farm in northwest Iowa. While in FFA, Dean held many offices, competed on judging teams and received his Iowa State Farmer degree. Dean graduated from Iowa State University and spent his career in the animal by-product industry in Iowa. This scholarship was endowed to provide funds so that FFA members in northwest Iowa(adsbygoogle = window.adsbygoogle || []).push({});could have the same opportunity he had in attending Iowa State University with the goal of a career in agriculture. Must be a high school senior or college student pursuing a four-year degree in any area of agriculture at the College of Agriculture or the College of Business at Iowa State University. Preference given to applicants from Lytton-Rockwell City FFA, Calhoun County FFA or members of counties bordering Calhoun, Iowa. For more information or to apply, please visit the scholarship provider's website after Nov. 15 annually.",National FFA Scholarships
0,7474 Greenway Center Drive,Suite 1120,"Greenbelt, MD 20770",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/naba-national-scholarship/,"Since its inception, NABA, Inc. has provided more than $11 million in scholarship funds to deserving students preparing to enter various accounting, finance, and business professions. In order to apply for the NABA National Scholarship, you must be African-American (Black) or of African descent; be an active NABA student member and be currently enrolled at a four-year United States college or university as a full-time, undergraduate freshman, sophomore, junior, or first-year senior accounting, finance, or business major or be a full-time graduate student (9 semester hours or equivalent) enrolled or accepted into a master's level business program. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NABA National Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/naba-member-scholarship-awards/,"Since its inception, NABA, Inc. has provided more than $11 million in scholarship funds to deserving students preparing to enter various accounting, finance, and business professions. In order to apply, for this scholarship, you must be African-American (Black) or of African descent and an active Student Member of NABA. You must also be currently enrolled at a four-year United States college or university as a full-time undergraduate freshman, sophomore, junior, or first-year senior accounting, finance, or business major or be a full-time graduate student enrolled or accepted into a masters level business program. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NABA Member Scholarship Awards
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/naba-corporate-partner-scholarship/,"Since its inception, NABA, Inc. has provided more than $11 million in scholarship funds to deserving students preparing to enter various accounting, finance, and business professions. The NABA Corporate Partner Scholarship is for students of African-American (Black) or of African descent who are active Student Member of NABA. You must also be currently enrolled at a four-year United States college or university as a full-time undergraduate freshman, sophomore, junior, or first-year senior accounting, finance, or business major or be a full-time graduate student enrolled or accepted into a masters level business program. Current high school students are not eligible. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NABA Corporate Partner Scholarship
0,134 John E. Thomas Hall,,"Boone, NC 28608",scholarship@mywifesaidnoiboughtitanyway.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/mwsnibia-scholarship/,"My Wife Said No, I Bought it Anyway! is reviewing products in various categories and helping consumers to find the best product which can cover all of their requirements.(adsbygoogle = window.adsbygoogle || []).push({});We recognize the power of the written words online and offline and want to help the creative minds exhibit their abilities in this area. We have created the MWSNIBIA Internet Marketing Scholarship for undergraduate or postgraduate students with the passion of ""Internet Marketing"" to receive a $500 award. Those students who are currently studying in the areas of Marketing, Business, IT or Communications may be extremely interested in this scholarship program, and one doesn't require any expertise in this area. Write an article of 500-1000 words long and submit to us via a word .doc file.For more information or to apply, please visit the scholarship provider's website.",MWSNIBIA Scholarship
0,203 North La Salle Street,Suite 2700,"Chicago, IL 60601-1210",rkotchen@gfoa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/minorities-in-government-finance-scholarship/,"The Minorities in Government Finance Scholarship is available for award to an upper-division undergraduate or graduate(adsbygoogle = window.adsbygoogle || []).push({});student enrolled in a course of study preparing for a career in state and local government finance.Applicants must be a full or part-time upper-division undergraduate or graduate student in public administration, governmental accounting, finance, political science, economics or business administration and expecting to be enrolled in the spring semester (including spring graduates). You must be considered Black/African American, American Indian/Alaska Native, Asian, Native Hawaiian/Pacific Islander, or Hispanic/Latino to be eligible and must be a citizen or permanent resident of the United States or Canada. For more information or to apply, please visit the scholarship provider's website.",Minorities in Government Finance Scholarship
0,1201 New York Ave. NW,Suite 350,"Washington, DC 20005",cnowak@sior.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/mildred-c-hanson-sior-memorial-scholarship/,"The Mildred C. Hanson SIOR Memorial Fund has generously instituted an educational scholarship program intended to encourage and assist qualified female students in obtaining an education that will lead them into productive careers in the commercial real estate industry.(adsbygoogle = window.adsbygoogle || []).push({});The fund annually awards a $4,000 scholarship to a qualified rising junior or senior female student enrolled in a program of study designed in pursuit of an undergraduate degree in an accredited four-year college or university program in real estate or business/finance with a concentration in real estate in the U.S. or Canada.For more information or to apply, please visit the scholarship provider's website.",Mildred C. Hanson SIOR Memorial Scholarship
0,P.O. Box 198361,,"Nashville, TN 37219-0361",scarlet.sneed@cot.tn.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/middle-tennessee-chapter-of-the-association-of-certified-fraud-examiners-scholarship/,"The Middle Tennessee Chapter of the Association of Certified Fraud Examiners is awarding scholarships to outstanding Middle Tennessee* students pursuing a degree in business, criminal justice, information technology, or a law-related major. One scholarship, the Donna Crutcher Memorial Scholarship, in the amount of $2,500, one scholarship in the amount of $2,000, one scholarship in the amount of $1,500, and one scholarship in the amount of $1,000. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Middle Tennessee Chapter of the Association of Certified Fraud Examiners Scholarship
0,P.O. Box 68960,,"Indianapolis, IN 46268",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/metlife-foundation-scholarship/,"Open to high school seniosr pursuing a four-year degree in select areas of agriculture, agribusiness management,(adsbygoogle = window.adsbygoogle || []).push({});communications, education, journalism, extension, public relations, finance, economics, sales, marketing, engineering,mechanization, technology, plant pathology, plant/animal breeding and genetics, range/soil science or public service andadministration in agriculture. Resident of Alabama, Arkansas, California, Colorado, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, North Carolina, North Dakota, Ohio, Oklahoma, South Carolina, South Dakota, Tennessee, Texas, Washington, Wisconsin or Wyoming required. No more than one scholarship per state. Ten non-renewable scholarships at $2,000 each will be awarded. For more information or to apply, please visit the scholarship provider's website.",MetLife Foundation Scholarship
0,3434 Washington Blvd,4th Floor,"Arlington, VA 22201",MAFellowship@mercatus.gmu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/mercatus-ma-fellowship/,"The Mercatus MA Fellowship is a two-year, competitive, full-time fellowship program for students pursuing a master’s degree in economics at George Mason University who are interested in gaining an advanced degree in applied economics in preparation for a career in public policy. The Mercatus Center’s MA Fellowship program is targeted toward students with an interest in gaining advanced training in economics, but who do not anticipate a career in academia. Students who anticipate working in public policy jobs in research, communications or outreach are ideal candidates for this fellowship. The total award of up to $80,000 (over two years) includes a monthly stipend, full tuition support (nine credits per semester), and practical experience conducting and disseminating research with Mercatus scholars and staff on pertinent policy issues. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Mercatus MA Fellowship
0,4400 University Drive,PPE 1A1,"Fairfax, VA 22030",SmithFellowship@mercatus.gmu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/mercatus-adam-smith-fellowship/,"The Adam Smith Fellowship is a co-sponsored program of the Mercatus Center and Liberty Fund, Inc. Adam Smith Fellowships are awarded to graduate students attending PhD programs in a variety of fields including economics, philosophy, political science, and sociology. The aim of these fellowships is to introduce students to and encourage them to critically engage key thinkers in political economy that they might not otherwise encounter during their graduate studies. As such, Smith Fellows spend three weekends during the academic year and one week during the summer in residence at George Mason University participating in workshops and seminars on the Austrian, Virginia, and Bloomington schools of political economy. The total award of up to $10,000 includes a stipend and travel and lodging to attend colloquia hosted by the Mercatus Center. Fellowship winners are eligible to re-apply each year of their studies. Smith Fellows are also eligible to apply for conference and research support. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Mercatus Adam Smith Fellowship
