,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,203 North LaSalle Street,Suite 2700,"Chicago, IL 60601-1210",rkotchen@gfoa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/frank-l-greathouse-government-accounting-scholarship/,"The Frank L. Greathouse Government Scholarship is available for award to two graduate or undergraduate students(adsbygoogle = window.adsbygoogle || []).push({});enrolled in full-time study preparing for a career in state and local government finance. The winners of the scholarship were invited to attend the GFOA’s annual conference, where the awards were presented. This scholarship is funded by the Government Finance Officers Association.Applicants must currently be a full-time student in an undergraduate or graduate accounting program preparing for a career in state and local government finance. Undergraduate students must be in the process of completing at least their junior year by the time the scholarship is awarded. Citizen or permanent resident of the United States or Canada. Recommendation by student’s academic adviser or the chair of the accounting program. Student has not been a past winner of a scholarship program administered by the GFOA.",Frank L. Greathouse Government Accounting Scholarship
0,6599 Jacaranda Avenue,,"Fontana, CA 92336",scholarships@fontanatransport.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/fontana-transport-inc-scholars-program/,"The Fontana Transport Inc. Scholars Program is open to underrepresented, low-income and first-generation college-bound students. Students must be pursuing an undergraduate degree full-time in transportation, math, science, engineering, architecture, environmental design, PreMed, psychology, Spanish language/literature. The applicant does not have to be a U.S. citizen but must have a minimum 3.5 GPA and proof of attending college beginning in the fall semester. Recommendation by a faculty member is optional but highly suggested. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Fontana Transport Inc. Scholars Program
0,PO Box 12788,,"Austin, TX 78711-2788",grantinfo@thecb.state.tx.us,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/fifth-year-accounting-student-scholarship-program/,"Fifth Year Accounting Student Scholarship promotes the professional and educational needs of the state; increases the number of highly trained and educated professional accountants available to serve the residents of this state; improves the state's business environment and encourage economic development and financial stability; and identifies, recognizes and supports outstanding scholars who plan to pursue careers in accounting.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility Requirements:-Are classified as residents of Texas-Are enrolled at participating public or private, non-profit colleges and universities in Texas (including specified community colleges)-Are enrolled at least half-time-Will have completed at least 120 hours of college course work (including at least 15 semester credit hours of accounting) at the beginning of the term in which the award is being made-Are making satisfactory academic progress-Have not already taken the CPA exam, but plan to take the CPA examination in the State of Texas and have submitted an Application of Intent to take the CPA Examination to the Texas State Board of Public Accountancy for the purpose of being granted a certificate of ""Certified Public Accountant""-Register for the Selective Service or be exempt from this requirement-Demonstrate financial needFor more information or to apply, please visit the scholarship provider's website.",Fifth Year Accounting Student Scholarship Program
0,9665 Gateway Drive,Suite B,"Reno, NV 89521",davidsonfellows@davidsongifted.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/davidson-fellows-scholarship/,"The Davidson Fellows Scholarship awards prestigious scholarships to extraordinary young people, 18 and under, who have completed a significant piece of work. Application categories are science, technology, engineering, mathematics, literature, music, philosophy and outside the box. Davidson Fellows are honored every year in Washington, D.C. with Congressional meetings and a special reception. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Davidson Fellows Scholarship
0,PO Box 1644,,"Decatur, GA 30031",suzanne.cross@coag.info,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/coag-scholarship/,"Any Georgia high school senior (or a GED equivalency) who is a United States citizen graduating by the spring of the current academic year or any Georgia student currently enrolled in a school of accredited higher education located in Georgia is eligible to apply for a COAG scholarship. Applicants must present a letter of acceptance or enrollment from a school of accredited higher education located within Georgia (four-year college, junior college or technical college) as well as a copy of their application to provide verification of degree field related to government/law enforcement, political science, accounting/finance or business, pre-law. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",COAG Scholarship
0,751 W Fourth St,Suite 200,"Winston-Salem, NC 27101-2702",studentaid@wsfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/claude-b-hart-memorial-scholarship/,"The Claude B. Hart Memorial Scholarship provides scholarships to worthy graduating high school seniors from Elkin High School who intend to major in mathematics (accounting, computer science, business administration) and/or engineering (mechanical, civil, chemical, etc.) in college. The applicant must be able to demonstrate financial need as well as significant promise in leadership. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Claude B. Hart Memorial Scholarship
0,"8200 Mountain Road, NE, Suite 203",,"Albuquerque , NM 87110",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/catching-the-dream-program/,"Catching the Dream seeks to address this deficiency. Our high-priority areas of study are math, engineering, science, business, education, and computers. These fields of study are critical to the future of Indian people and the nation, and Native Americans are very underrepresented in these fields.(adsbygoogle = window.adsbygoogle || []).push({});Catching the Dream is a national Native American education and scholarship center.Our strategy is to:-Actively seek out Native American high school students with academic potential from all regions and tribes of the United States and help prepare them for college-Encourage and assist Native American high schools to establish college preparatory programs-Establish information-sharing networks and national training sessions for teachers and administrators to strengthen their college preparatory programs-Orient parents, grandparents, and tribal leaders so they can provide effective support for their college-bound studentsFor more information or to apply, please visit the scholarship provider's website.",Catching The Dream Program
0,4801 E. Washington St.,Suite 225-B,"Phoenix, AZ 85034",smckitrick@ascpa.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/arizona-cpa-foundation-high-school-scholarship/,"The Arizona CPA Foundation for Education and Innovation, in coordination with the Arizona Society of CPAs, supports programs and initiatives in education and practice which enhance excellence and innovation in the profession of accountancy.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-After graduation, recipient must enroll in an Arizona university or community college as a full-time student in the fall semester-Recipient must designate his/her major in accounting-Recipient must be a legal U.S. resident and a current resident of Arizona-Complete and submit a scholarship application, supporting materials, and documentation by the specifieddeadline (applications must be received by the deadline, not postmarked)For more information or to apply, please visit the scholarship provider's website.",Arizona CPA Foundation High School Scholarship
0,PO Box 10212,,"Springfield , MO 65808",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/american-society-of-women-accountants/,"The American Society of Women Accountants Scholarship(s) will be awarded to applicants majoring in accounting at an accredited two-year or four-year college, university, or professional school of accountancy in Southwest Missouri. The applicants should have completed the equivalent of at least Intermediate Financial Accounting I at the time of application. Scholarships may also be awarded to accountants pursuing advanced degrees.(adsbygoogle = window.adsbygoogle || []).push({});The completed application should contain the following information:- Application form- Grade verification of accounting grades and overall GPA (An official school transcript or you may have your school’s accounting department head or other equivalent school administrator certify your accounting grades and overall GPA)- A letter by applicant to the ASWA scholarship committee addressing career objectives, the reason for applying for the scholarship, and other information that shows why the applicant should receive the scholarshipCompleted applications should be submitted to:American Society of Women AccountantsAttention Scholarship CommitteeP.O. Box 10212Springfield, MO 65808",American Society of Women Accountants
0,220 Leigh Farm Road,,"Durham, NC 27707-8110",scholarships@aicpa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/aicpa-minority-accounting-students-scholarships/,"The American Institute of Certified Public Accountants established the AICPA Scholarship for Minority Accounting Students to provide funds for deserving students. The Center for Scholarship Administration, Inc. is a non-profit, independent organization is the administrator of the program. Applicants must be students who are underrepresented minorities in the accounting profession.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-An ethnic minority in the accounting profession-Enrolled as a full-time undergraduate (12 semester hours or equivalent) or a full-time graduate level student (9 semester hours or equivalent) for the academic year-Pursuing an undergraduate or graduate-level degree in an accounting-related major-Planning to pursue the CPA licensure but not presently be a CPA-Completed at least 30 semester hours of college coursework, including at least 6 semester hours (or equivalent) in accounting, by end of spring-Acceptance/Enrollment at a public or private, not-for-profit four-year college or university located in the U.S. states or territories for the full academic year.-Maintained an overall and major GPA of at least 3.0-An AICPA student affiliate member-A U.S. citizen or permanent residentFor more details and to apply, please visit the scholarship provider's website.",AICPA Minority Accounting Students Scholarships
0,625 116th Ave NE,,"Bellevue, WA 98004",bellevueafwa@gmail.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/accounting-and-financial-womens-alliance-scholarship-bellevue-chapter/,"The Bellevue chapter of AFWA awards scholarships annually to help students advance their accounting and finance education. Full or part-time students in the Puget Sound Region attending colleges, universities, vocational or technical schools and pursuing a degree in accounting and finance or persons actively pursuing their CPA or CMA designations may apply.  Applicants must have taken basic courses in accounting to show an aptitude and intention in pursuing an accounting or finance career. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Accounting & Financial Women's Alliance Scholarship - Bellevue Chapter
0,8415 Datapoint Drive,Suite 400,"San Antonio, TX 78229",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/¡adelante-fund-millercoors-colorado-scholarship/,"The ¡Adelante! U.S. Education Leadership Fund is a leadership development, non-profit organization dedicated to Hispanic college students. Our mission is to inspire the best and brightest Latino students to graduate and lead through scholarships, internships, and leadership training. Must be a junior or senior university classification by the fall semester. Open only to Chicagoland partnering universities. Applicants must be of Hispanic descent and must be a US citizen or legal permanent resident with a GPA of 3.0 or higher on a 4.0 scale. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",¡Adelante! Fund MillerCoors Colorado Scholarship
