,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,2217 Earth-Engineering Sciences Building,,"University Park, PA 16802",spacegrant@psu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/psgc-graduate-research-fellowship-program-at-penn-state/,"As one of 52 members of the National Space Grant College and Fellowship Program, our mission is to expand opportunities for Pennsylvanians to learn about and participate in NASA's aeronautics and space programs by supporting and enhancing science, technology, engineering and mathematics (STEM) education, research, and outreach programs.(adsbygoogle = window.adsbygoogle || []).push({});The Pennsylvania Space Grant Consortium will award one-year fellowships to outstanding students that promote graduate study leading to masters or doctoral degrees in the fields of science, mathematics, engineering, and technology related to NASA research and development. Applicants must be U.S. citizens, admitted to Penn State's Graduate School and enrolled as full-time students.For more information or to apply, please visit the scholarship provider's website.",PSGC Graduate Research Fellowship Program at Penn State
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/paul-and-deanna-virciglio-scholarship/,"Paul Virciglio, along with his wife, Deanna, has established the Paul & Deanna Virciglio Education Fund, which will be used to award scholarships to students pursuing graduate studies in math or science. ""I noted the dramatic structural changes taking place in the business world as we prepared for the new information society. There's a demand for higher-skilled employees, which places an emphasis on education, especially in math and science,"" said Paul Virciglio.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Minimum 3.0 GPA-Graduate of a Saginaw County high school-Pursuing graduate studies in math or science (medical students are eligible)-Attending an accredited Michigan college or university-Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",Paul & Deanna Virciglio Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/pacific-gas-and-electric-company-black-erg-scholarship/,"The Black Employee Resource Group is an organization dedicated to cultivating, sustaining and maintaining an energized network of professionals in support of African American culture throughout the company by providing a supportive environment for optimal career and professional development, mentoring, and community outreach. In order to apply, you must be a college-bound high school senior with a minimum 3.0 GPA. All eligible majors include STEM majors, business, environmental, or energy-related majors. Also, your primary residence must be that of a PG&E customer in California at the time of application. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Pacific Gas & Electric Company Black ERG Scholarship
0,P.O. Box 91803,,"Pasadena, CA 91109",scholarships@noglstp.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/out-to-innovate-scholarships-for-lgbtqstem-students/,"NOGLSTP established the Out To Innovate Scholarships for LGBTQ STEM students which are intended for undergraduate and graduate students pursuing degrees in science, technology, engineering, or mathematics (STEM) programs who are either lesbian, gay, bisexual, transgender, queer or an active ally of the LGBTQ community. One scholarship will go to an undergraduate student, and one will go to a graduate/professional level student. Applicants must have successfully completed a minimum of two years of post-high school education at an accredited college or university, have a minimum 3.0 GPA, a declared major in an accredited STEM or STEM-related teaching field and be an active supporter of and participant in programs or organizations that promote LGBTQ inclusion and visibility. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Out To Innovate Scholarships for LGBTQ+STEM Students
0,4500 Williams Drive,Suite 212-311,"Georgetown, TX 78633",Ryan@OrchidsMadeEasy.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/orchid-care-scholarship/,"This annual orchid care scholarship is awarded to a qualified undergraduate or graduate student pursuing a program in botany, horticulture, environmental science, conservation, or related field, with a focus on orchids. The purpose of the scholarship is to advance the study of orchids and orchid care. Topics can include - but are not limited to - researching orchids in their native habitats, increasing biodiversity, or aiding in conservation efforts. Orchids Made Easy recognizes the importance of making orchid research accessible and preserving orchids for present and future generations.(adsbygoogle = window.adsbygoogle || []).push({});Supplemental materials:-Color photo-Resume-Academic Transcript(s)-Short essay response (2 pages or less): Please tell us about the specific research or project you are working on to advance the study orchids. How will the funds be used if awarded?For more information or to apply, please visit the scholarship provider's website.",Orchid Care Scholarship
0,"The National Society of High School Scholars Foundation, Inc.",1936 N. Druid Hills Road,"Atlanta, GA 30319",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/nshss-stem-scholarships/,"The NSHSS Foundation provides STEM to high school seniors with a minimum GPA of 3.0 and a demonstrated desire to major in any area of science, technology, engineering or mathematics (STEM) are eligible. Requirements include a personal statement, a list of STEM activities, photo, transcript, and educator recommendation. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NSHSS STEM Scholarships
0,1818 N Street NW,Suite 500,"Washinton, DC 20036",info@nsfgradfellows.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/nsf-graduate-research-fellowship-program/,"The National Science Foundation's Graduate Research Fellowship Program helps ensure the vitality of the human resource base of science and engineering in the United States and reinforces its diversity. The prestigious program recognizes and supports outstanding graduate students in NSF-supported science, technology, engineering, and mathematics (STEM) disciplines who are pursuing research-based masters and doctoral degrees in the U.S. and abroad.(adsbygoogle = window.adsbygoogle || []).push({});NSF Fellows are expected to become knowledge experts who can contribute significantly to research, teaching, and innovations in science and engineering. These individuals will be crucial to maintaining and advancing the nation's technological infrastructure and national security as well as contributing to the economic well-being of society at large. So that the nation can build fully upon the strength and creativity of a diverse society, the Foundation welcomes applications from all qualified individuals and strongly encourages women, minorities, and persons with disabilities to compete fully in this program.Deadlines vary by field(s) of study.For more information or to apply, please visit the scholarship provider's website.",NSF Graduate Research Fellowship Program
0,Dept. of Education--Trinity University,One Trinity Place,"San Antonio, TX 78212-7200",creyes1@trinity.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/noyce-teaching-fellowship-for-career-changers/,"The Robert Noyce Teaching Fellows program, authorized under the National Science Foundation Authorization Act, seeks to encourage talented science, technology, engineering, and mathematics (STEM) degree holders to become elementary, middle, and high school teachers by offering tuition assistance and salary stipends.(adsbygoogle = window.adsbygoogle || []).push({});Working professionals with an academic background in a STEM subject-area will be able to earn their Master of Arts in Teaching (M.A.T.) degree at Trinity and begin a fulfilling new career as a classroom teacher in one year.For more information, please visit our website.Over the next two years, ten Noyce Teaching Fellows will receive a full cost-of-attendance scholarship to attend our nationally-recognized, one-year teacher certification program. To minimize the financial cost of changing careers, Fellows will receive an additional stipend during their first four years in the profession.",Noyce Teaching Fellowship for Career Changers
0,"Space Studies Department, 5th Floor Clifford Hall",P.O. Box 9008,"Grand Forks, ND 58202-9008",msaad@space.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/north-dakota-space-grant-consortium-undergraduate-scholarship/,"North Dakota Space Grant will continue to provide scholarship funding for outstanding students at North Dakota's public two- and four-year colleges and universities.(adsbygoogle = window.adsbygoogle || []).push({});Scholarships, which are designed for students pursuing STEM degrees that support NASA research and technology needs, are awarded for both the fall and spring semesters. NDSU/UND undergraduate students are not eligible for undergraduate scholarships.Eligibility:- Must be a citizen of the United States- Must have a minimum 3.0 GPA- Must be pursuing a degree in a STEM-related fieldFor more information or to apply, please visit the scholarship provider's website.",North Dakota Space Grant Consortium Undergraduate Scholarship
0,"2 Center Drive, Building 2",Room 2E24,"Bethesda, MD 20892",murrayda@mail.nih.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/nih-undergraduate-scholarship-program/,"The National Institutes of Health (NIH) Undergraduate Scholarship Program offers competitive, prestigious scholarships to students from disadvantaged backgrounds who are committed to careers in biomedical, behavioral, and social science health-related research. The program offers:(adsbygoogle = window.adsbygoogle || []).push({});-Scholarship support-Paid research training at the NIH during the summer-Paid employment and training at the NIH after graduationEligibility:-U.S. citizen or permanent resident-Enrolled or accepted for enrollment as a full-time student at an accredited four-year undergraduate institution located in the U.S.-Undergraduate university 3.3 GPA or higher or be within the top 5% of your class-Having ""exceptional financial need"" as certified by the undergraduate institution financial aid officeScholarships are awarded for one year, and can be renewed up to four years.For more more information or to apply, please visit the scholarship provider's website.",NIH Undergraduate Scholarship Program
0,One Scholarship Way,,"St. Peter, MN 56082",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/nha-past-presidents-legacy-scholarship/,"NHA created the Past Presidents' Legacy Scholarship to encourage students to consider becoming part of the U.S. hydropower industry. Our growing industry has professionals in many different fields, including engineering, IT, biology, environmental sciences, forestry, hydrology, animal sciences, management, financial services, communications, and other areas. Many companies also offer high-paying skilled labor and technical positions.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Current student enrolled an accredited college/university or accredited tech school- Currently enrolled in the tech program or a current college sophomore, junior, or graduate student- Minimum of 3.0 GPA- Must be a U.S. citizen or legal resident- Enrolled in a program of study related to the hydropower industry: engineering, sciences (biology, fisheries, and hydrology), communications, or environmental studiesFor more information or to apply, please visit the scholarship provider's website.",NHA Past Presidents' Legacy Scholarship
0,525 Plum St.,Ste. 102,"Syracuse, NY 13204",theresa@nywea.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/new-york-water-environment-association-scholarships/,"The New York Water Environment Association, Inc.(NYWEA) was founded in 1929, by professionals in the field of water quality as a non-profit, educational organization. Association members helped lead the way toward existing state and(adsbygoogle = window.adsbygoogle || []).push({});national clean water programs. Today the Association has over 2,500 members representing diverse backgrounds and specialties, but all are concerned and involved with protecting and enhancing our precious water resources.Currently, the New York Water Environment Association will be offering a total of 8 scholarships.The recipient must be:-A qualifying high school senior-A New York State resident-Enrolled full-time in a B.S. or B.E. degree program with an environmental emphasis",New York Water Environment Association Scholarships
0,30 Speen Street,,"Framingham, MA 0171",nancy.dest@cancer.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/new-englands-fuller-fellowship/,"The Fuller Fellowships offer undergraduate students the opportunity to participate in laboratory research with accomplished investigators. Students receive a stipend of $4,500.(adsbygoogle = window.adsbygoogle || []).push({});Upon selection, Fellows are placed at leading New England institutions including teaching hospitals, universities, and medical schools. The average duration of the appointments is between eight to ten weeks with hours that are equivalent to full-time summer employment.Eligibility:-Applicants must be permanent residents of New England (CT, MA, ME, NH, RI, or VT) and enrolled in a four-year undergraduate program anywhere in the country-Seniors and juniors are eligible, and preference is given to those with advanced science/public health course work-Lab skill and interest in research are prerequisites-Minority students and students with American Cancer Society volunteer experience are encouraged to applyFor more information or to apply, please visit the scholarship provider's website.",New England's Fuller Fellowship
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/ndsgc-pearl-i-young-scholarship/,"The NDSGC has established the prestigious Pearl I. Young Space Grant Award for a female student at the University of North Dakota. Applicants will ideally be involved in a research project of NASA relevance.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be female-Must have a minimum 3.5 GPA-Must be a U.S. citizen-On-campus student majoring in a STEM (science, technology, engineering, or mathematics) field at University of North DakotaFor more information or to apply, please visit the scholarship provider's website.",NDSGC Pearl I. Young Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/ndsgc-lillian-goettler-scholarship/,"The NDSGC has established the prestigious Lillian Goettler Space Grant Award for a female student at North Dakota State University. Applicants will ideally be involved in a research project of NASA relevance. The $2,5000 renewable award is given to honor the ideals of scholarship as exemplified by Lillian Goettler.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a female-Minimum 3.5 GPA-Must be a U.S. citizen-On-campus student majoring in a STEM (science, technology, engineering, or mathematics) field at North Dakota State UniversityFor more information or to apply, please visit the scholarship provider's website.",NDSGC Lillian Goettler Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/ndsgc-american-indian-scholarship/,"The prestigious American Indian Scholarships are designed to encourage and support Native American students interesting in pursuing STEM degrees and continuing their education beyond their current enrollment in community college. To assist students in their goals, the North Dakota Space Grant Consortium offers five scholarships, each worth $2,500, to Native American students at five tribal colleges in North Dakota: United Tribes Technical College, Sitting Bull Community College, Fort Berthold Community College, Turtle Mountain Community College, and Cankdeska Cikana Community College.(adsbygoogle = window.adsbygoogle || []).push({});Eligible students must commit to:1) attending UND or NDSU after their graduation2) pursuing a STEM degree at UND/NDSUTo apply, students should contact the Financial Aid office at their respective institution. In addition to one letter ofFor more information or to apply, please visit the scholarship provider's website.",NDSGC American Indian Scholarship
0,c/o Conservation Legacy,"3660 Thousand Oaks Dr., Ste. 126","San Antonio , TX 78247",kscheffer@texas-wildlife.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/natural-resources-excellence-in-education/,"The Texas Wildlife Association Foundation (TWAF) and the San Antonio Livestock Exposition, Inc. (SALE) have joined forces to offer five Natural Resource-Excellence in Education Scholarships in the fall. The scholarships will be awarded to five freshmen at Texas universities who are majoring in natural resource related field such as agricultural science, wildlife science, forestry, range science, or similar majors. Applicants must be a Texas resident who graduated from a Texas high school and is enrolled in a Texas accredited college or university with a natural resource/agricultural degree program. Must be classified as a ""Freshman"" or in first year after high school in the accredited program and must be majoring in a natural resource related field such as agricultural science, wildlife science, forestry, range science, or similar. Must be a citizen of the United States and provide a valid social security number if chosen and must maintain 12 hours per semester and a minimum 2.0 GPA per semester and 2.5 cumulative GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Natural Resources-Excellence in Education
0,204 E Street NE,,"Washington, DC 20002",scholarship@spaceclub.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/national-space-club-keynote-scholarships/,"Provided to a high school senior, undergraduate or graduate student with definite plans to pursue a career in the science, technology, engineering or mathematics (STEM) fields.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a U.S. citizen-The scholarship is open to seniors in high school through graduate students-The applicant must have the intention of pursuing a career in the STEM fields and plan to attend an accredited U.S college or university to follow a course of study to pursue a career in the STEM field, with a preference for those with space related interests-The applicant can only use the $10,000 scholarship towards tuition for the coming academic year-The applicant must not have previously spoken at the Robert H. Goddard Memorial Dinner-The applicant may apply for any of the scholarships offered by the National Space Club (Robert H. Goddard Memorial Scholarship, Olin E Teague Scholarship, Keynote Scholarship) in the same year, but may only win one in the same yearIn addition:-Completed application and video must be uploaded to the National Space Club website-If chosen to continue, the recipient must be available to speak with the NSC executive committee for a live audition via Skype on January 6th-The recipient must be available to speak at the Goddard Memorial Dinner. Travel and lodging for the recipient and one guest will be provided by the National Space Club-Scholarship check will be provided to the college or university made payable to the applicable college or university no later than June 1st of next year-Non-recipients will not be notified. Applicants may check our website for announcement of the scholarship winnerFor more information or to apply, please visit the scholarship provider's website.",National Space Club Keynote Scholarships
0,1601 Duke St.,,"Alexandria, VA 22314",daker@afeendowment.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/national-greenhouse-manufacturers-association-ngma-scholarship/,"NGMA is a professional trade organization for the manufacturers and suppliers of greenhouses and greenhouse components built to codes designed for a grower's needs. The National Greenhouse Manufactures Association Scholarship targets students majoring in horticulture and bio-engineering or the equivalent and are at least a junior at an accredited four-year college maintaining a 3.0 GPA.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",National Greenhouse Manufacturers Association (NGMA) Scholarship
0,1430 Duke Street,,"Alexandira, VA 22314",info@gemfellowship.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/national-gem-consortium-fellowships/,"GEM offers MS and Ph.D. level students an outstanding opportunity and access to dozens of the top engineering and science firms and Universities in the nation. The GEM Fellowship was designed to focus on promoting opportunities for individuals to enter the industry at the graduate level in areas such as research and development, product development, and other high-level technical careers. GEM also offers exposure opportunities to a number of opportunities in academe. GEM provides three fellowship programs: MS Engineering, Ph.D. Engineering and Ph.D. Science. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",National GEM Consortium Fellowships
0,181 N Street,NW Suite 600,"Washington, DC 20036",ndseg@asee.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/national-defense-science-and-engineering-graduate-fellowship/,"As a means of increasing the number of U.S. citizens and nationals trained in science and engineering disciplines of military importance, the Department of Defense plans to award approximately 180 new three-year graduate fellowships in April, subject to the availability of funds. The DoD will offer these prestigious fellowships to individuals who have demonstrated the ability and special aptitude for advanced training in science and engineering.(adsbygoogle = window.adsbygoogle || []).push({});DSEG Fellowships last for three (3) years and pay for full tuition and all mandatory fees, a monthly stipend, and up to $1,000 a year in medical insurance (this excludes dental and vision insurance).National Defense Science and Engineering Graduate Fellowships are awarded to applicants who will pursue a doctoral degree in, or closely related to, an area of DoD interest within one of the following disciplines:-Aeronautical and Astronautical Engineering-Biosciences-Chemical Engineering-Chemistry-Civil Engineering-Cognitive, Neural, and Behavioral Sciences-Computer and Computational Sciences-Electrical Engineering-Geosciences-Materials Science and Engineering-Mathematics-Mechanical Engineering-Naval Architecture and Ocean Engineering-Oceanography-PhysicsEligibility:-Completing senior year of undergraduate study before the upcoming fall-Have an undergraduate degree and have never enrolled in a graduate program-Are currently in the first year of overall graduate studies-Are currently in the second year of overall graduate studies-Are currently starting the third year of overall graduate studies in the upcoming fall-Are considered a part-time graduate student and have fewer than 30 semester hours (or 45 credit hours) completed before the upcoming fall semesterFor more information or to apply, please visit the provider's website.",National Defense Science & Engineering Graduate Fellowship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/national-candy-technologists-scholarship/,"The National Candy Technologists Scholarship is $5,000, paid in two $2,500 installments. To qualify, the student must be either a college sophomore, junior or senior for the upcoming academic year, have a demonstrated interest in confectionery technology, and be majoring in food science, chemical science, biological science or related area. A minimum 3.0 GPA is also required. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",National Candy Technologists Scholarship
0,P.O. Box 1897,,"Lawrence, KS 66044",asmethven@eiu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/mycological-society-of-america-awards/,"The Mycological Society of America awards a number of scholarships to recognize excellence in research, teaching and service among its membership. The awardees for these honors are selected from nominations made to the Distinctions Committee. Members of this committee are not eligible to nominate or be nominated for these awards, but all other members of the Society may make nominations and are strongly encouraged to do so.(adsbygoogle = window.adsbygoogle || []).push({});Please see individual award pages for eligibility requirements and deadline information.",Mycological Society of America Awards
0,218 W. Seventh St.,,"Anaconda , MT 59700",faycweber@bresnan.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/murphy-memorial-scholarship/,"The annual Murphy Memorial Scholarship is offered by the Montana Federation of Garden Clubs, Inc. and is available to qualifying college students in an horticulture-related major.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a Montana resident-Must have completed the required credits to be considered a sophomore-Must have a minimum 3.0 GPA-Must be majoring in a horticulture-related field (such as agriculture education, horticulture, floriculture, landscape design, botany, biology, plant pathology/science, forestry, agronomy, environmental conservation, habitat or forest systems ecology, land management, or other related subject)For more information or to apply, please visit the scholarship provider's website.",Murphy Memorial Scholarship
0,499 East High Street,Suite 112,"Lexington, KY 40507",kristen@bgcf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/lillian-kitchen-and-zella-kitchen-challis-scholarship/,"Thanks to our generous donors, Blue Grass Community Foundation is pleased to offer a variety of scholarships to area students seeking educational opportunities beyond high school.(adsbygoogle = window.adsbygoogle || []).push({});This scholarship provides one annual award of $2,000 to a graduating senior from Harrison County High School in Cynthiana, Kentucky. The recipient must plan to major in science, math, engineering, pre-medicine, business, or education in college.For more information or to apply, please visit the scholarship provider's website.",Lillian Kitchen and Zella Kitchen Challis Scholarship
0,California State University Fullerton,800 North State College Blvd,"Fullerton, CA 92831-3599",jburnaford@fullerton.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/libbie-h-hyman-memorial-scholarship/,"This scholarship, in memory of Libbie H. Hyman, one of America's foremost invertebrate zoologists, provides assistance to students to take courses or to carry on research on invertebrates at a marine, freshwater or terrestrial field station. The Hyman Scholarship is intended to help support a first meaningful field station experience for a first- or second-year graduate student or an advanced undergraduate.(adsbygoogle = window.adsbygoogle || []).push({});Submission materials:-Complete applications will consist of a proposal, two letters of reference from faculty members, and copies of transcripts-Copies of official or unofficial undergraduate/graduate transcripts combined into a SINGLE PDF file no more than 2MB in sizeFor more information or to apply, please visit the scholarship provider's website.",Libbie H. Hyman Memorial Scholarship
0,CH2M HILL,"5701 Cleveland Street, Suite 200","Virginia Beach, VA 23462",scholarship@vlwa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/leo-bourassa-scholarship/,"The mission of the Virginia Lakes and Watersheds Association is to promote and educate the public on good lake and watershed management, encourage sustainable stormwater management practices and protect the welfare of lakes and other water resources within the Commonwealth. To help further our mission, we would like to award scholarships to support and acknowledge deserving students who are studying in fields related to water resources.(adsbygoogle = window.adsbygoogle || []).push({});The applicant must be a student in good standing at any Virginia accredited college or university and a resident of Virginia at the time of application and at the time of award. Must have successfully completed, or will complete by the award date, at least two semesters of undergraduate study and must be a full-time undergraduate, full-time graduate student, or a part-time graduate student enrolled in a curriculum related to water resources including but not limited to: biology, conservation, ecology, engineering, environmental science, geology, hydrology, limnology, storm water management, water quality, or wildlife studies.  Other areas related to water resources may also qualify.The scholarship recipient will be selected on the basis of academic performance, contribution to the field of water resources, and related extracurricular activities. Past scholarship recipients are allowed to reapply. For more information or to apply, please visit the scholarship provider's website.",Leo Bourassa Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/josef-princ-memorial-scholarship/,"CCSD male seniors who are of European descent may apply for the Josef Princ Memorial Scholarship. Applicants must also have a minimum 3.5 GPA, demonstrate financial need and planning to attend an accredited post-secondary college or university majoring in engineering, mathematics or science. Up to four scholarships in the amount of $2,000 each will be awarded. Must write a 400-500 essay on questions such as: ""What do you find most challenging about a college major in engineering, math or science?"" as well as other similar questions. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Josef Princ Memorial Scholarship
0,930 E. 50th Street,,"Chicago , IL 60615",mchambers@rainbowpush.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/jesse-l-jackson-fellows-toyota-scholarship/,"The Jesse Jackson Fellows-Toyota Scholarship is a renewable scholarship that awards up to $25,000 dollars annually to deserving African-American college sophomores. Students who are interested in applying for the scholarship must have a minimum cumulative 3.0 GPA, be a business or STEM (Science, technology, engineering and/or math) major that can be applied to the automotive industry, demonstrated participation in community service and need for financial assistance. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Jesse L. Jackson-Fellows Toyota Scholarship
0,4427 N. Clark St,,"Chicago , IL 60640",rmartinez@jasc-chicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/jasc-nielsen-stem-scholarship/,"In recognition of the community's achievements and its enduring values, Nielsen supports the next generation of Asian American leaders in science, technology, engineering, and mathematics (STEM) with these two scholarships.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be either a high school senior or currently enrolled as a student in a college or university-Area of college study must be in either science, technology, engineering or mathematics (STEM)-High school applicant's family must have a current JASC Family membership. College applicant must have his/her own current student or individual membership-Applicant need not be of Japanese ancestry and need not be a citizen of the U.S.-Applicant must be a resident of the State of Illinois for at least one year prior to graduation or be a graduate from an accredited Illinois high school-Applicant must submit a written applicationRequired materials:-Official high school/college transcripts-Summary of extracurricular activities-Summary of community service-One page essay on one of the topics (choose one): ""How is JASC relevant to your life?"" or ""How has JASC contributed to your sense of self or personal growth?-Teacher/professor letter of reference-Japanese-American community participation letter of referenceCriteria:-Service to and participation in JASC and other Japanese American community events, programs, and projects-Good grades or steady improvement of grades over the course of high school-Demonstration of extracurricular activitiesFor more information or to apply, please visit the scholarship provider's website.",JASC-Nielsen STEM Scholarship
0,P.O. Box 82563,,"Hapeville, GA 30354",scholarship@freemontfoundation.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/james-m-and-erma-t-freemont-scholarship-program/,"The Freemont Foundation Scholarship Program is available to graduating high school seniors, undergraduate, and graduate students. Selected from a nationwide pool of applicants, qualified recipients will become Freemont Scholars.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Must be a graduating high school senior (must plan on attending a HBCU) or an undergraduate students (must currently attend a HBCU); graduate students are eligible to applyFor more information or to apply, please visit the scholarship provider's website.",James M. & Erma T. Freemont Scholarship Program
0,5600 Fishers Lane,,"Rockville, MD 20857",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/indian-health-service-scholarships/,"The Indian Health Service (IHS) offers three scholarships for American Indian and Alaska Native students in order to educate and train health professionals to staff Indian health programs. We strive to develop our next generation of leaders, as well as help make the pursuit of a meaningful career in Indian health attainable for American Indian and Alaska Native students. There are three scholarships: the Preparatory Scholarship, the Pre-Graduate Scholarship, and the Health Professions Scholarship.(adsbygoogle = window.adsbygoogle || []).push({});1. Preparatory Scholarship:Our Preparatory scholarship provides financial aid to qualified American Indian and Alaska Native undergraduate students. Recipients must be members or descendants of federally recognized, state recognized or terminated tribes enrolled in preparatory courses or prerequisite courses leading to enrollment in an eligible health professions degree program.2. Pre-Graduate Scholarship:Our Pre-Graduate scholarship provides financial aid to qualified American Indian and Alaska Native undergraduate students. Recipients must be members or descendants of federally recognized, state recognized or terminated tribes enrolled in courses leading to a bachelor's degree in pre-medicine, pre-dentistry, pre-podiatry, and other subjects needed by the Indian health programs.3. Health Professions Scholarship:Our Health Professions scholarship provides financial aid to qualified American Indian and Alaska Native undergraduate- and graduate-level students. Recipients must be members of federally recognized tribes and enrolled in an eligible health profession degree program. In exchange for financial aid, scholarship recipients agree to fulfill a service commitment in full-time clinical practice upon completion of their academic or post-graduate clinical training.Academic requirements:-Be a high school graduate or the equivalent-Have a minimum 2.0 GPA-Be capable of completing a health profession degree program-Intend to serve Indian people as a health professional in your chosen disciplineFor more information or to apply, please visit the scholarship provider's website.",Indian Health Service Scholarships
