,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/pmi-robert-j-yourzak-scholarship-award/,"The PMI Educational Foundation Scholarship Program is pleased that you are interested in pursuing a career in project management. The Foundation has established a tuition scholarship program to assist qualified students in obtaining degrees from accredited academic institutions of higher learning in the field of project management. Scholarships are sponsored by PMI, PMI Components, corporations, and universities. In honor of the numerous contributions made by Robert J. Yourzak to the PMI Minnesota Chapter, to PMI, and to the project management profession the PMI Minnesota Chapter established the Robert J. Yourzak Scholarship Award. This scholarship is open to any student enrolled in a degree-granting program of higher education in the field of project management or other related field. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Robert J. Yourzak Scholarship Award
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/pmi-ray-piper-global-project-management-education-scholarship/,"The Ray Piper Global Project Management Education Scholarship awards students enrolled in or applying for an accredited undergraduate academic degree program in project management or a related field of study at any college or university anywhere in the world. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Ray Piper Global Project Management Education Scholarship
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/pmi-alaska-chapter-scholarship/,"The PMI Alaska Chapter Scholarships are for applicants who are enrolled in or applying for an accredited undergraduate, graduate or doctoral academic degree program in project management or a related field benefitting from project management with the following order of priority:1st priority: a member of the PMI Alaska Chapter who is a resident of Alaska attending or planning to attend an accredited college or university program anywhere; 2nd priority: any individual residing in Alaska who is attending or planning to attend an accredited college or university program anywhere. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Alaska Chapter Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/paul-and-deanna-virciglio-scholarship/,"Paul Virciglio, along with his wife, Deanna, has established the Paul & Deanna Virciglio Education Fund, which will be used to award scholarships to students pursuing graduate studies in math or science. ""I noted the dramatic structural changes taking place in the business world as we prepared for the new information society. There's a demand for higher-skilled employees, which places an emphasis on education, especially in math and science,"" said Paul Virciglio.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Minimum 3.0 GPA-Graduate of a Saginaw County high school-Pursuing graduate studies in math or science (medical students are eligible)-Attending an accredited Michigan college or university-Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",Paul & Deanna Virciglio Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/pacific-gas-and-electric-company-black-erg-scholarship/,"The Black Employee Resource Group is an organization dedicated to cultivating, sustaining and maintaining an energized network of professionals in support of African American culture throughout the company by providing a supportive environment for optimal career and professional development, mentoring, and community outreach. In order to apply, you must be a college-bound high school senior with a minimum 3.0 GPA. All eligible majors include STEM majors, business, environmental, or energy-related majors. Also, your primary residence must be that of a PG&E customer in California at the time of application. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Pacific Gas & Electric Company Black ERG Scholarship
0,P.O. Box 91803,,"Pasadena, CA 91109",scholarships@noglstp.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/out-to-innovate-scholarships-for-lgbtqstem-students/,"NOGLSTP established the Out To Innovate Scholarships for LGBTQ STEM students which are intended for undergraduate and graduate students pursuing degrees in science, technology, engineering, or mathematics (STEM) programs who are either lesbian, gay, bisexual, transgender, queer or an active ally of the LGBTQ community. One scholarship will go to an undergraduate student, and one will go to a graduate/professional level student. Applicants must have successfully completed a minimum of two years of post-high school education at an accredited college or university, have a minimum 3.0 GPA, a declared major in an accredited STEM or STEM-related teaching field and be an active supporter of and participant in programs or organizations that promote LGBTQ inclusion and visibility. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Out To Innovate Scholarships for LGBTQ+STEM Students
0,92 Kerr Administration Bldg,,"Corvallis, OR 97331-2103",spacegrant@oregonstate.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/oregon-space-grant-consortium-scholarship-and-fellowship-program/,"The Oregon NASA Space Grant Consortium (OSGC) is pleased to provide students attending our member colleges and universities opportunities to apply for scholarship and fellowship awards that support their academic goals and recognize their achievements. Opportunities are open to new and continuing students in the disciplines of science, technology, engineering and mathematics (STEM), and STEM education disciplines. The scholarship and fellowship program supports the National Aeronautics and Space Administration (NASA) objectives of fostering and encouraging career goals in STEM and STEM education. Individuals from under-represented groups in the STEM fields are strongly encouraged to apply. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Oregon Space Grant Consortium Scholarship and Fellowship Program
0,204 E Street NE,,"Washington, DC 20002",info@spaceclub.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/olin-e-teague-memorial-scholarship/,"The National Space Club, founded in 1957,is a non-profit organization composed of representatives of industry, government, academia, and private individuals, which collectively seek to promote the United States' leadership in the fields of space, rocketry, astronautics, and related technologies.(adsbygoogle = window.adsbygoogle || []).push({});The National Space Club offers a scholarship each year in memory of the Honorable Olin E. Teague, a Representative in Congress who aggressively supported our national space program, to encourage talented young people to pursue careers in aerospace fields.Eligibility:-Must be a U.S. citizen-Must be in at least the senior year of an accredited U.S. high school with the intention to attend an accredited U.S. college or university-Must have the intention of pursuing undergraduate or graduate studies in science or engineering during the interval of the scholarshipFor more information or to apply, please visit the scholarship provider's website.",Olin E. Teague Memorial Scholarship
0,"The National Society of High School Scholars Foundation, Inc.",1936 N. Druid Hills Road,"Atlanta, GA 30319",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/nshss-stem-scholarships/,"The NSHSS Foundation provides STEM to high school seniors with a minimum GPA of 3.0 and a demonstrated desire to major in any area of science, technology, engineering or mathematics (STEM) are eligible. Requirements include a personal statement, a list of STEM activities, photo, transcript, and educator recommendation. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NSHSS STEM Scholarships
0,1818 N Street NW,Suite 500,"Washinton, DC 20036",info@nsfgradfellows.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/nsf-graduate-research-fellowship-program/,"The National Science Foundation's Graduate Research Fellowship Program helps ensure the vitality of the human resource base of science and engineering in the United States and reinforces its diversity. The prestigious program recognizes and supports outstanding graduate students in NSF-supported science, technology, engineering, and mathematics (STEM) disciplines who are pursuing research-based masters and doctoral degrees in the U.S. and abroad.(adsbygoogle = window.adsbygoogle || []).push({});NSF Fellows are expected to become knowledge experts who can contribute significantly to research, teaching, and innovations in science and engineering. These individuals will be crucial to maintaining and advancing the nation's technological infrastructure and national security as well as contributing to the economic well-being of society at large. So that the nation can build fully upon the strength and creativity of a diverse society, the Foundation welcomes applications from all qualified individuals and strongly encourages women, minorities, and persons with disabilities to compete fully in this program.Deadlines vary by field(s) of study.For more information or to apply, please visit the scholarship provider's website.",NSF Graduate Research Fellowship Program
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/ndsgc-pearl-i-young-scholarship/,"The NDSGC has established the prestigious Pearl I. Young Space Grant Award for a female student at the University of North Dakota. Applicants will ideally be involved in a research project of NASA relevance.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be female-Must have a minimum 3.5 GPA-Must be a U.S. citizen-On-campus student majoring in a STEM (science, technology, engineering, or mathematics) field at University of North DakotaFor more information or to apply, please visit the scholarship provider's website.",NDSGC Pearl I. Young Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/ndsgc-lillian-goettler-scholarship/,"The NDSGC has established the prestigious Lillian Goettler Space Grant Award for a female student at North Dakota State University. Applicants will ideally be involved in a research project of NASA relevance. The $2,5000 renewable award is given to honor the ideals of scholarship as exemplified by Lillian Goettler.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a female-Minimum 3.5 GPA-Must be a U.S. citizen-On-campus student majoring in a STEM (science, technology, engineering, or mathematics) field at North Dakota State UniversityFor more information or to apply, please visit the scholarship provider's website.",NDSGC Lillian Goettler Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/ndsgc-american-indian-scholarship/,"The prestigious American Indian Scholarships are designed to encourage and support Native American students interesting in pursuing STEM degrees and continuing their education beyond their current enrollment in community college. To assist students in their goals, the North Dakota Space Grant Consortium offers five scholarships, each worth $2,500, to Native American students at five tribal colleges in North Dakota: United Tribes Technical College, Sitting Bull Community College, Fort Berthold Community College, Turtle Mountain Community College, and Cankdeska Cikana Community College.(adsbygoogle = window.adsbygoogle || []).push({});Eligible students must commit to:1) attending UND or NDSU after their graduation2) pursuing a STEM degree at UND/NDSUTo apply, students should contact the Financial Aid office at their respective institution. In addition to one letter ofFor more information or to apply, please visit the scholarship provider's website.",NDSGC American Indian Scholarship
0,204 E Street NE,,"Washington, DC 20002",scholarship@spaceclub.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/national-space-club-keynote-scholarships/,"Provided to a high school senior, undergraduate or graduate student with definite plans to pursue a career in the science, technology, engineering or mathematics (STEM) fields.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a U.S. citizen-The scholarship is open to seniors in high school through graduate students-The applicant must have the intention of pursuing a career in the STEM fields and plan to attend an accredited U.S college or university to follow a course of study to pursue a career in the STEM field, with a preference for those with space related interests-The applicant can only use the $10,000 scholarship towards tuition for the coming academic year-The applicant must not have previously spoken at the Robert H. Goddard Memorial Dinner-The applicant may apply for any of the scholarships offered by the National Space Club (Robert H. Goddard Memorial Scholarship, Olin E Teague Scholarship, Keynote Scholarship) in the same year, but may only win one in the same yearIn addition:-Completed application and video must be uploaded to the National Space Club website-If chosen to continue, the recipient must be available to speak with the NSC executive committee for a live audition via Skype on January 6th-The recipient must be available to speak at the Goddard Memorial Dinner. Travel and lodging for the recipient and one guest will be provided by the National Space Club-Scholarship check will be provided to the college or university made payable to the applicable college or university no later than June 1st of next year-Non-recipients will not be notified. Applicants may check our website for announcement of the scholarship winnerFor more information or to apply, please visit the scholarship provider's website.",National Space Club Keynote Scholarships
0,1430 Duke Street,,"Alexandira, VA 22314",info@gemfellowship.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/national-gem-consortium-fellowships/,"GEM offers MS and Ph.D. level students an outstanding opportunity and access to dozens of the top engineering and science firms and Universities in the nation. The GEM Fellowship was designed to focus on promoting opportunities for individuals to enter the industry at the graduate level in areas such as research and development, product development, and other high-level technical careers. GEM also offers exposure opportunities to a number of opportunities in academe. GEM provides three fellowship programs: MS Engineering, Ph.D. Engineering and Ph.D. Science. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",National GEM Consortium Fellowships
0,181 N Street,NW Suite 600,"Washington, DC 20036",ndseg@asee.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/national-defense-science-and-engineering-graduate-fellowship/,"As a means of increasing the number of U.S. citizens and nationals trained in science and engineering disciplines of military importance, the Department of Defense plans to award approximately 180 new three-year graduate fellowships in April, subject to the availability of funds. The DoD will offer these prestigious fellowships to individuals who have demonstrated the ability and special aptitude for advanced training in science and engineering.(adsbygoogle = window.adsbygoogle || []).push({});DSEG Fellowships last for three (3) years and pay for full tuition and all mandatory fees, a monthly stipend, and up to $1,000 a year in medical insurance (this excludes dental and vision insurance).National Defense Science and Engineering Graduate Fellowships are awarded to applicants who will pursue a doctoral degree in, or closely related to, an area of DoD interest within one of the following disciplines:-Aeronautical and Astronautical Engineering-Biosciences-Chemical Engineering-Chemistry-Civil Engineering-Cognitive, Neural, and Behavioral Sciences-Computer and Computational Sciences-Electrical Engineering-Geosciences-Materials Science and Engineering-Mathematics-Mechanical Engineering-Naval Architecture and Ocean Engineering-Oceanography-PhysicsEligibility:-Completing senior year of undergraduate study before the upcoming fall-Have an undergraduate degree and have never enrolled in a graduate program-Are currently in the first year of overall graduate studies-Are currently in the second year of overall graduate studies-Are currently starting the third year of overall graduate studies in the upcoming fall-Are considered a part-time graduate student and have fewer than 30 semester hours (or 45 credit hours) completed before the upcoming fall semesterFor more information or to apply, please visit the provider's website.",National Defense Science & Engineering Graduate Fellowship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/nacme-scholars-block-grant-program/,"AT&T is helping NACME bring the Academy of Engineering, a high school career academy program, to high schools in Anchorage, AK; Oklahoma City, OK; Atlanta, GA; Dallas, TX; Kansas City, MO; Milwaukee, WI; and Charlotte, NC. This program is focused on improving skills in math and science for at-risk, underrepresented students. AT&T funding also provides scholarships to students who are pursuing engineering and other technical degrees at one of the 47 NACME partner universities.(adsbygoogle = window.adsbygoogle || []).push({});To be eligible for the NACME Scholars Program students must enroll in an engineering program at a partner university, be a URM, and maintain a minimum required GPA (ranging from 2.5-2.8)NACME distributes grant payments in two installments each academic year. Under the scholars program, each entering freshman scholar is eligible for $12,500 for up to five (5) years ($62,500 total). Two-year transfers and currently enrolled sophomores and beyond are eligible for the identical annual support for up to three years. Scholarship amounts may vary based on the scholar's financial need to cover the cost of education.Eligibility:High school seniors must be accepted by the university's college of engineering (at the end of the freshman year, NACME assumes a minimum GPA of 2.5. Must be currently enrolled students must have completed a calculus, physics, or chemistry course, earning at least a ""B,"" and be accepted into engineering. Two-year community college transfers, i.e., those accepted for their third year of engineering study, must enter with at least a 2.7 cumulative GPA and an associate degree in engineering science.For more information or to apply, please visit the scholarship provider's website.",NACME Scholars (Block Grant) Program
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/mit-inspire-competition/,"MIT INSPIRE is the first national research competition for high school students in the arts, humanities, and social sciences. The competition is organized by MIT undergraduates. Participating high school students, as individuals or teams of two will submit research reports in one of 13 fields, such as history, economics, or philosophy. Approximately 100 finalists with the most exceptional reports will be invited to the MIT campus to present their research and compete for awards. Graduate students, research scientists, and faculty members specializing in each discipline will evaluate both the essays and the poster presentations. Additionally, members of the public will vote for a favorite project for a community choice award.(adsbygoogle = window.adsbygoogle || []).push({});General timeline:Intent to participate: due November 30Abstract: due December 31Research report: due December 31For more information or to apply, please visit the scholarship provider's website.",MIT Inspire Competition
0,107 Akerman Hall,110 Union St. SE,"Minneapolis, MN 55455-0153",mnsgc@umn.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/minnesota-space-grant-consortium-scholarships-and-fellowships/,"Scholarships are for U.S. citizens who are enrolled full-time at one of the Affiliate Member MnSGC schools.  Applicants must be majoring in science, math, or engineering fields with an interest in working for NASA.(adsbygoogle = window.adsbygoogle || []).push({});A GPA of 3.5 is standard, but may vary with each school. Applicants must contact faculty representatives at their school for more information.The MnSGC is part of the national Space Grant College Fellowship Program supported by NASA and matching state funding in each state. There is a Space Grant office in each state. Application deadlines vary from campus to campus within the consortium, so contact the MnSGC faculty representative at your school (see MnSGC Affiliate Contact webpage) for more details. The U of MN - Twin Cities typically collects applications early in the spring semester, for awards to be used in the spring.For more information or to apply, please visit the scholarship provider's website.",Minnesota Space Grant Consortium Scholarships and Fellowships
0,"MHEFI, 8720 Red Oak Blvd.",Suite 201,"Charlotte, NC 28217",dvarner@mhi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/material-handling-education-foundation-inc-scholarship/,"The Material Handling Education Foundation, Inc. is an independent charitable organization that was established in 1976 with a mission to promote the study of material handling, logistics and supply chains by exposing students and educators to the industry through financial support. Eligible programs include - industrial, mechanical, manufacturing, electrical and civil engineering, engineering technology & management, industrial distribution, computer engineering, computer science, and business administration with an emphasis in production management, industrial distribution, supply chain or logistics, Supply Chain Management.  Qualified schools are accredited by ABET, ACBSP, AACSB in the United States and Canada. For more information or to apply, please visit the scholarship provider's website www.mhefi.net.(adsbygoogle = window.adsbygoogle || []).push({});","Material Handling Education Foundation, Inc. Scholarship"
0,168 East Center Street,,"Ithaca , MI 48847",bacre@gratiotfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/loren-and-becky-roslund-scholarship/,"The Loren and Becky Roslund Scholarship is awarded to any graduating high school senior in Gratiot County to pursue a degree in agriculture, engineering, computers, drafting or similar area of study at a university, college or trade school. A minimum 2.5 GPA is required and preference is given to students pursuing a career in agriculture, engineering, computer-aided drafting or similar area. Must demonstrate financial need. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Loren and Becky Roslund Scholarship
0,1133 State Route 1241,,"Mayfield, KY 42066",scholarships@ruraltechfund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/kentucky-student-technology-leadership-program-stlp-scholarship/,"The Kentucky Student Technology Leadership Program (STLP) Scholarship is open to students from schools in Kentucky who have a passion for using technology skills to make a positive social change in the world or at home in their communities. In order to be considered for this scholarship, an applicant must currently be attending a rural high school as a senior in the state of Kentucky and be an active member of their schools STLP. Additionally, the student must also be planning to attend college to pursue a degree in a computer technology related field. This scholarship is awarded based upon answers to a series of essay questions that are designed to gauge the student’s passion for his or her intended career in computer technology as well as the student’s sense of citizenship and pride in their rural community.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Kentucky Student Technology Leadership Program (STLP) Scholarship
0,UTSA Department of Computer Science,One UTSA Circle,"San Antonio, TX 78249",scholarships@cs.utsa.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/keep-retro-alive-scholarship/,"The ""Keep Retro Alive"" Scholarship shall be provided to under-graduate students enrolled in a full-time basis, actively pursuing a degree in Computer Science in The College of Sciences at the University of Texas at San Antonio. Applicants must have and maintain a minimum cumulative grade point average of 2.5. Our intentions are to provide this scholarship to at least 2 students that meed the qualifications. Preference will be given to students who have reached junior or senior status and have completed or are enrolled to one of the game development classes at UTSA.(adsbygoogle = window.adsbygoogle || []).push({});",Keep Retro Alive Scholarship
0,"16801 Greenspoint Park Drive, Suite 200",,"Houston, TX 77060",info@KathyPaceScholarship.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/kathy-pace-technology-scholarship/,"The Kathy Pace Technology Scholarship honors the late Kathy Pace, who strongly believed in supporting the community. As the role of technology changes, the next generation of technology professionals need to possess the compassion and commitment to use technology as a tool to improve the world they live in. This $5,000 scholarship is awarded each year to one college student pursuing higher education in a technology-related field, and it can be used to pay for tuition and/or other school-related expenses.(adsbygoogle = window.adsbygoogle || []).push({});The scholarship is not restricted to incoming freshman. Any technology student, at any level of their higher education, is encouraged to apply. The student must be pursuing a degree in a technology-related field and must attend an accredited college in Texas or Louisiana. For more information or to apply, please visit the scholarship provider's website.",Kathy Pace Technology Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/judy-shankle-memorial-scholarship/,"The Judy Shankle Memorial Scholarship is awarded annually to a high school senior who is planning on pursuing a college degree in any Engineering or Computer discipline. In order to be considered for this scholarship, the applicant must be a senior currently attending Graves County High School in Mayfield, KY. This scholarship will be awarded based on answers to two essay questions related to the applicants interests and inspiration. GPA is also a consideration for this scholarship.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Judy Shankle Memorial Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/judith-a-sanders-memorial-scholarship/,"The Judith A. Sanders Memorial Scholarship is awarded annually to a student from the rural community of Graves County in Western Kentucky. In order to be considered for this scholarship, an applicant must currently be attending Graves County High School or Mayfield High School as a senior. The student must also be planning to attend college to pursue a degree in a computer technology related field. This scholarship is awarded based upon answers to a series of essay questions that are designed to gauge the student’s passion for his or her intended career in computer technology as well as the student's sense of citizenship and pride in their rural community. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Judith A. Sanders Memorial Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/josef-princ-memorial-scholarship/,"CCSD male seniors who are of European descent may apply for the Josef Princ Memorial Scholarship. Applicants must also have a minimum 3.5 GPA, demonstrate financial need and planning to attend an accredited post-secondary college or university majoring in engineering, mathematics or science. Up to four scholarships in the amount of $2,000 each will be awarded. Must write a 400-500 essay on questions such as: ""What do you find most challenging about a college major in engineering, math or science?"" as well as other similar questions. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Josef Princ Memorial Scholarship
0,930 E. 50th Street,,"Chicago , IL 60615",mchambers@rainbowpush.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/jesse-l-jackson-fellows-toyota-scholarship/,"The Jesse Jackson Fellows-Toyota Scholarship is a renewable scholarship that awards up to $25,000 dollars annually to deserving African-American college sophomores. Students who are interested in applying for the scholarship must have a minimum cumulative 3.0 GPA, be a business or STEM (Science, technology, engineering and/or math) major that can be applied to the automotive industry, demonstrated participation in community service and need for financial assistance. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Jesse L. Jackson-Fellows Toyota Scholarship
0,4427 N. Clark St,,"Chicago , IL 60640",rmartinez@jasc-chicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/jasc-nielsen-stem-scholarship/,"In recognition of the community's achievements and its enduring values, Nielsen supports the next generation of Asian American leaders in science, technology, engineering, and mathematics (STEM) with these two scholarships.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be either a high school senior or currently enrolled as a student in a college or university-Area of college study must be in either science, technology, engineering or mathematics (STEM)-High school applicant's family must have a current JASC Family membership. College applicant must have his/her own current student or individual membership-Applicant need not be of Japanese ancestry and need not be a citizen of the U.S.-Applicant must be a resident of the State of Illinois for at least one year prior to graduation or be a graduate from an accredited Illinois high school-Applicant must submit a written applicationRequired materials:-Official high school/college transcripts-Summary of extracurricular activities-Summary of community service-One page essay on one of the topics (choose one): ""How is JASC relevant to your life?"" or ""How has JASC contributed to your sense of self or personal growth?-Teacher/professor letter of reference-Japanese-American community participation letter of referenceCriteria:-Service to and participation in JASC and other Japanese American community events, programs, and projects-Good grades or steady improvement of grades over the course of high school-Demonstration of extracurricular activitiesFor more information or to apply, please visit the scholarship provider's website.",JASC-Nielsen STEM Scholarship
0,213 Vandale Dr.,,"Houston, PA 15342",info@perrymanfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/james-t-and-rose-m-perryman-family-foundation-scholarship/,"Applicants must be a US citizen living and studying within a 150-mile radius of Pittsburgh, PA with an overall GPA of 3.0 or above. Current/intended field of study must be in technology, engineering, math, or metals and you must not have completed more than 5 years of undergraduate or trade school education. You must be registered or plan to be registered as a full-time student in your post-secondary program. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",James T. and Rose M. Perryman Family Foundation Scholarship
0,P.O. Box 82563,,"Hapeville, GA 30354",scholarship@freemontfoundation.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/james-m-and-erma-t-freemont-scholarship-program/,"The Freemont Foundation Scholarship Program is available to graduating high school seniors, undergraduate, and graduate students. Selected from a nationwide pool of applicants, qualified recipients will become Freemont Scholars.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Must be a graduating high school senior (must plan on attending a HBCU) or an undergraduate students (must currently attend a HBCU); graduate students are eligible to applyFor more information or to apply, please visit the scholarship provider's website.",James M. & Erma T. Freemont Scholarship Program
0,67 Alexander Drive,,"Research Triangle Park, NC 27709",info@isa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/isa-educational-foundation-scholarship/,"ISA Educational Foundation Scholarships are awarded to college or university students who demonstrate outstanding potential for long-range contribution to the fields of automation and control. Applicants must be enrolled in a two-year degree, undergraduate, or graduate program. Two-year program applicants must have completed at least 1 semester or the equivalent of 12 credit hours and four-year program applicants must be at least a sophomore at the time of application. Preference is given to students enrolled in a degree program in instrumentation, systems, automation, and closely related fields. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",ISA Educational Foundation Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/iie-henry-and-elisabeth-kroeze-memorial-scholarship/,"IIE's scholarship and fellowship program is in place to recognize graduate and undergraduate industrial engineering students for academic excellence and campus leadership. The Henry and Elisabeth Kroeze Memorial Scholarship is available to undergraduate students enrolled in any school in the United States and its territories, Canada and Mexico, provided that the school's industrial engineering program or equivalent is accredited by an agency or organization recognized by IIE and the student is pursuing a course of study in industrial engineering. Priority is given to students who have demonstrated an interest in metrication, engineering, and computer science.(adsbygoogle = window.adsbygoogle || []).push({});Students may not apply directly for any scholarships. They must be nominated by IE department heads or faculty advisors and nominations must be submitted to the Institute headquarters.For more information or to apply, please visit the scholarship provider's website.",IIE Henry and Elisabeth Kroeze Memorial Scholarship
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/ibm-tribal-college-scholarship/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the IBM Tribal College Scholarship:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 3.0 GPA-Must be studying science, technology, engineering, mathematics and/or business-Demonstrated commitment to the American Indian Community-Students must have an interest in interning for IBMFor more information or to apply, please visit the scholarship provider's website.",IBM Tribal College Scholarship
