,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,181 N Street,NW Suite 600,"Washington, DC 20036",ndseg@asee.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/national-defense-science-and-engineering-graduate-fellowship/,"As a means of increasing the number of U.S. citizens and nationals trained in science and engineering disciplines of military importance, the Department of Defense plans to award approximately 180 new three-year graduate fellowships in April, subject to the availability of funds. The DoD will offer these prestigious fellowships to individuals who have demonstrated the ability and special aptitude for advanced training in science and engineering.(adsbygoogle = window.adsbygoogle || []).push({});DSEG Fellowships last for three (3) years and pay for full tuition and all mandatory fees, a monthly stipend, and up to $1,000 a year in medical insurance (this excludes dental and vision insurance).National Defense Science and Engineering Graduate Fellowships are awarded to applicants who will pursue a doctoral degree in, or closely related to, an area of DoD interest within one of the following disciplines:-Aeronautical and Astronautical Engineering-Biosciences-Chemical Engineering-Chemistry-Civil Engineering-Cognitive, Neural, and Behavioral Sciences-Computer and Computational Sciences-Electrical Engineering-Geosciences-Materials Science and Engineering-Mathematics-Mechanical Engineering-Naval Architecture and Ocean Engineering-Oceanography-PhysicsEligibility:-Completing senior year of undergraduate study before the upcoming fall-Have an undergraduate degree and have never enrolled in a graduate program-Are currently in the first year of overall graduate studies-Are currently in the second year of overall graduate studies-Are currently starting the third year of overall graduate studies in the upcoming fall-Are considered a part-time graduate student and have fewer than 30 semester hours (or 45 credit hours) completed before the upcoming fall semesterFor more information or to apply, please visit the provider's website.",National Defense Science & Engineering Graduate Fellowship
0,875 Perimeter Drive,MS 1026,"Moscow, ID 83844-1011",isgc@uidaho.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/nasa-idaho-space-grant-scholarship/,"If you are pursuing a degree in science, technology, engineering, math, or science and math education you can apply to the NASA Idaho Space Grant Consortium. The awards are renewed annually based upon the completion of program requirements for a maximum of four academic years. You must also possess a current cumulative GPA of 2.75 or higher. For more details and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NASA Idaho Space Grant Scholarship
0,107 Akerman Hall,110 Union St. SE,"Minneapolis, MN 55455-0153",mnsgc@umn.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/minnesota-space-grant-consortium-scholarships-and-fellowships/,"Scholarships are for U.S. citizens who are enrolled full-time at one of the Affiliate Member MnSGC schools.  Applicants must be majoring in science, math, or engineering fields with an interest in working for NASA.(adsbygoogle = window.adsbygoogle || []).push({});A GPA of 3.5 is standard, but may vary with each school. Applicants must contact faculty representatives at their school for more information.The MnSGC is part of the national Space Grant College Fellowship Program supported by NASA and matching state funding in each state. There is a Space Grant office in each state. Application deadlines vary from campus to campus within the consortium, so contact the MnSGC faculty representative at your school (see MnSGC Affiliate Contact webpage) for more details. The U of MN - Twin Cities typically collects applications early in the spring semester, for awards to be used in the spring.For more information or to apply, please visit the scholarship provider's website.",Minnesota Space Grant Consortium Scholarships and Fellowships
0,Valley City State University,Financial Aid Office,"Valley City, ND 58072",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/l-d-dusty-rhoades-and-josephine-wright-memorial-scholarship/,"Memorials and contributions from the Rhoades family established this endowed scholarship fund. One scholarship is awarded annually to a student who had declared a Science or Music major/minor. Additional criteria include cumulative GPA and financial need. The award alternates each year between Science/Music.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.","L.D. ""Dusty"" Rhoades and Josephine Wright Memorial Scholarship"
0,JSU Student Financial Aid Office,700 Pelham Road-North,"Jacksonville, AL 36265-1602",scholarships@jsu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/jsu-alabama-bush-memorial-scholarship/,"The JSU Alabama Bush Memorial Scholarship was established in memory of Newbern Bush, a retired faculty member who taught Mathematics.(adsbygoogle = window.adsbygoogle || []).push({});The Scholarship is to be awarded to a full-time native-born Alabama student who has attained Junior status and is majoring in Mathematics.For more information about this award, please visit our website.",JSU Alabama Bush Memorial Scholarship
0,930 E. 50th Street,,"Chicago , IL 60615",mchambers@rainbowpush.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/jesse-l-jackson-fellows-toyota-scholarship/,"The Jesse Jackson Fellows-Toyota Scholarship is a renewable scholarship that awards up to $25,000 dollars annually to deserving African-American college sophomores. Students who are interested in applying for the scholarship must have a minimum cumulative 3.0 GPA, be a business or STEM (Science, technology, engineering and/or math) major that can be applied to the automotive industry, demonstrated participation in community service and need for financial assistance. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Jesse L. Jackson-Fellows Toyota Scholarship
0,4427 N. Clark St,,"Chicago , IL 60640",rmartinez@jasc-chicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/jasc-nielsen-stem-scholarship/,"In recognition of the community's achievements and its enduring values, Nielsen supports the next generation of Asian American leaders in science, technology, engineering, and mathematics (STEM) with these two scholarships.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be either a high school senior or currently enrolled as a student in a college or university-Area of college study must be in either science, technology, engineering or mathematics (STEM)-High school applicant's family must have a current JASC Family membership. College applicant must have his/her own current student or individual membership-Applicant need not be of Japanese ancestry and need not be a citizen of the U.S.-Applicant must be a resident of the State of Illinois for at least one year prior to graduation or be a graduate from an accredited Illinois high school-Applicant must submit a written applicationRequired materials:-Official high school/college transcripts-Summary of extracurricular activities-Summary of community service-One page essay on one of the topics (choose one): ""How is JASC relevant to your life?"" or ""How has JASC contributed to your sense of self or personal growth?-Teacher/professor letter of reference-Japanese-American community participation letter of referenceCriteria:-Service to and participation in JASC and other Japanese American community events, programs, and projects-Good grades or steady improvement of grades over the course of high school-Demonstration of extracurricular activitiesFor more information or to apply, please visit the scholarship provider's website.",JASC-Nielsen STEM Scholarship
0,P.O. Box 82563,,"Hapeville, GA 30354",scholarship@freemontfoundation.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/james-m-and-erma-t-freemont-scholarship-program/,"The Freemont Foundation Scholarship Program is available to graduating high school seniors, undergraduate, and graduate students. Selected from a nationwide pool of applicants, qualified recipients will become Freemont Scholars.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Must be a graduating high school senior (must plan on attending a HBCU) or an undergraduate students (must currently attend a HBCU); graduate students are eligible to applyFor more information or to apply, please visit the scholarship provider's website.",James M. & Erma T. Freemont Scholarship Program
0,3900 Whiteside St.,,"Los Angeles, CA 90063",gcruz@greatmindsinstem.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/henaac-scholars-program/,"HENAAC scholarship recipients continue to pave the way for future generations of Hispanics and lead by example to empower our communities and enhance our nation’s professional technical workforce. In order to apply for the scholarship, applicants must demonstrate merit through academic achievements, leadership and campus/community activities; have a minimum 3.0 GPA; be pursuing a STEM-related degree and be of Hispanic origin and/or must significantly demonstrate leadership or service within the Hispanic community. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",HENAAC Scholars Program
0,Attention: Award Nominations,732 N. Washington Street,"Alexandria, VA 22314",pamela@amstat.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/gertrude-m-cox-scholarship/,"The Gertrude M. Cox Scholarship was established in 1989 to encourage more women to enter statistically oriented professions. Application is limited to women who are citizens or permanent residents of the United States or Canada and who are admitted to full-time study in a graduate statistics program (includes biostatistics and other statistical sciences) by July of the award year. Women in or entering the early stages of graduate training (MS or PhD) are especially encouraged to apply.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Gertrude M. Cox Scholarship
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/ford-motor-company-tribal-college-scholarship/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the Ford Motor Company Tribal College Scholarship:-Be a freshman, sophomore, junior, or senior in college-Minimum 3.0 GPA-First preference for students in a Michigan college-Majoring in Accounting, Computer Science, Engineering, Finance, Marketing, or Operations ManagementFor more information or to apply, please visit the scholarship provider's website.",Ford Motor Company Tribal College Scholarship
0,6599 Jacaranda Avenue,,"Fontana, CA 92336",scholarships@fontanatransport.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/fontana-transport-inc-scholars-program/,"The Fontana Transport Inc. Scholars Program is open to underrepresented, low-income and first-generation college-bound students. Students must be pursuing an undergraduate degree full-time in transportation, math, science, engineering, architecture, environmental design, PreMed, psychology, Spanish language/literature. The applicant does not have to be a U.S. citizen but must have a minimum 3.5 GPA and proof of attending college beginning in the fall semester. Recommendation by a faculty member is optional but highly suggested. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Fontana Transport Inc. Scholars Program
0,1330 Post Oak Boulevard,Suite 2550,"Houston, TX 77056",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/exxonmobil-bernard-harris-math-and-science-scholarships/,"The ExxonMobil Bernard Harris Math and Science Scholarships were established to encourage minority students to pursue college degrees and careers in science, technology, engineering, and math. The scholarship program was created in 2010 by Dr. Bernard Harris, a former astronaut, physician, and businessman, and ExxonMobil to increase the number of underrepresented students pursuing careers in science, technology, engineering or math (STEM). Each spring, $5,000 scholarships are awarded to two African American and two Hispanic students currently completing their senior year of high school in a member district of the Council of the Great City Schools. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",ExxonMobil Bernard Harris Math and Science Scholarships
0,1315 East West Highway,Room 10703,"Silver Spring, MD 20910",studentscholarshipprograms@noaa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/ernest-f-hollings-undergraduate-scholarship/,"The National Oceanic and Atmospheric Administration (NOAA) Ernest F. Hollings (Hollings) scholarship program is designed to: (1) increase undergraduate training in oceanic and atmospheric science, research, technology, and education and foster multidisciplinary training opportunities; (2) increase public understanding and support for stewardship of the ocean and atmosphere and improve environmental literacy; (3) recruit and prepare students for public service careers with the National Oceanic and Atmospheric Administration and other natural resource and science agencies at the federal, state and local levels of government; and (4) recruit and prepare students for careers as teachers and educators in oceanic and atmospheric science and to improve scientific and environmental education in the United States.(adsbygoogle = window.adsbygoogle || []).push({});Eligible undergraduates studying biological, life, and agricultural sciences; physical sciences; mathematics; engineering; computer and information sciences; social and behavioral science; and teacher education are encouraged to apply.Eligibility:-U.S. citizenship-Full-time junior academic status in an accredited college or university within the United States or U.S. territories-Cumulative GPA of 3.0-Majoring in a discipline area related to oceanic and atmospheric science, research, technology, and education, and supportive of the purposes of NOAA's programs and mission, e.g., biological, life, and agricultural sciences; physical sciences; mathematics; engineering; computer and information sciences; social and behavioral sciences; and teacher educationFor more information or to apply, please visit the scholarship provider's website.",Ernest F. Hollings Undergraduate Scholarship
0,1315 East-West Highway,Room 10703,"Silver Spring, MD 20910",epp.usp@noaa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/epp-undergraduate-scholarship-program/,"The goal of the EPP Undergraduate Scholars Program is to increase the number of students who undertake course work and graduate with degrees in targeted academic fields integral to NOAA's mission. This program targets students who have completed their sophomore year, attending minority serving institutions (MSIs), and have recently declared, or about to declare a major in atmospheric, oceanic, or environmental disciplines that support these sciences. You must be a U.S. citizen currently enrolled or accepted as a full-time, second-year student in a four-year academic program or a third-year student in a five-year program in a discipline related to NOAA's programs and mission at an accredited minority-serving institution (college or university within the United States or U.S. territories). Applicants must earn and maintain a minimum 3.2 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",EPP Undergraduate Scholarship Program
0,291 Springfield Street,,"Chicopee, MA 01013",admissions@elms.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/elms-college-stem-scholarships/,"The Elms College ElmSTEM program, supported by a grant from the National Science Foundation, awards scholarship funds to students who major in STEM fields and attend Elms College full-time. In order to apply, you must be a prospective full-time, first-year student at Elms College; be a prospective major in biology, computer information technology, chemistry, or mathematics, except for clinical fields such as pre-medical or teaching professions (K-12 Education). Demonstrated financial need is required. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Elms College STEM Scholarships
0,1609 Golden Aspen Drive,Suite 101,"Ames, IA 50010",csgf@krellinst.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/doe-computational-science-graduate-fellowship/,"The Department of Energy Computational Science Graduate Fellowship (DOE CSGF) is a program funded by the Department of Energy's Office of Science and National Nuclear Security Administration. The DOE CSGF trains scientists to meet the nation's workforce needs and helps to create a nationwide interdisciplinary community. The fellowship provides support and guidance to some of the nation's best scientific graduate students and these graduates now work in DOE laboratories, private industry, and educational institutions.(adsbygoogle = window.adsbygoogle || []).push({});The fellowship currently supports more than 60 students at universities across the U.S. More than 250 students at more than 50 U.S. universities have trained as Fellows, and the demand is only growing.Recipients use math and computers to conduct doctoral research in many fields, including:Applied MathematicsAstrophysicsChemical EngineeringChemistryComputer SciencesEnvironmental SciencesLife SciencesMaterials SciencesMechanical EngineeringPhysicsFor more information and to apply, please visit the scholarship provider's website.",DOE Computational Science Graduate Fellowship
0,9665 Gateway Drive,Suite B,"Reno, NV 89521",davidsonfellows@davidsongifted.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/davidson-fellows-scholarship/,"The Davidson Fellows Scholarship awards prestigious scholarships to extraordinary young people, 18 and under, who have completed a significant piece of work. Application categories are science, technology, engineering, mathematics, literature, music, philosophy and outside the box. Davidson Fellows are honored every year in Washington, D.C. with Congressional meetings and a special reception. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Davidson Fellows Scholarship
0,432 Western Avenue,,"Albany, NY 12203-1490",finaid@strose.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/college-of-saint-rose-academic-scholarships/,"The College of Saint Rose scholarships are awarded upon acceptance to Saint Rose and are renewable each year for four years or eight semesters, as long as the student remains in good academic standing. The rigor of a student's high school/college program is considered in determining scholarship eligibility. Award amounts vary on academic and test scores. Available scholarships include Trustees Scholarship, Presidential Scholarship, Provost Scholarship, Saint Rose Award. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",College of Saint Rose Academic Scholarships
0,3801 W. Temple Ave,,"Pomona, CA 91768",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/cmc-n1-ss-secondary-education-scholarships/,"For over 35 years, the California Mathematics Council-South has held an Annual Scholarship and Inservice Grant Program to promote interest in mathematics and excellence in the teaching of mathematics for students and teachers in the CMC-S region.(adsbygoogle = window.adsbygoogle || []).push({});One of the ways with which we hope to accomplish these goals is our scholarship and grant program. We have four categories of scholarships and grants:-Scholarships for students enrolled in an elementary education credential program-Scholarships for students enrolled in a secondary education credential program-Professional in-service grants for credentialed members of CMC-S-Professional scholarships for the retraining of current teachers who are members of CMC–SFor more information or to apply, please visit the scholarship provider's website",CMC N1 SS Secondary Education Scholarships
0,"2121 Euclid Ave., JH 384",,"Cleveland, OH 44115-2214",g.r.mcpherson@csuohio.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/cleveland-state-university-robert-j-noyce-scholarship-program/,"Full tuition fellowships awarded to highly qualified applicants committed to addressing social justice and change in Urban School and Communities.(adsbygoogle = window.adsbygoogle || []).push({});Scholarship Eligibility Requirements:-Be enrolled in the Master of Urban Secondary Teachers MUST program specializing in Math-Commit to teaching in either Biology and Earth Science, Biology and Chemistry, Chemistry and Physics, Physics and Biology, and Mathematics or a combination of these areas-Have a minimum GPA of 3.0 from your undergraduate degree-May be required to interview with the steering committee online or in person-At the end of the 14-month program, the applicant must have completed the MUST Program and entered the classroom teaching in a high needs school-Must be a U.S. CitizenFor more information or to apply, please visit the scholarship provider's website.",Cleveland State University Robert J. Noyce Scholarship Program
0,751 W Fourth St,Suite 200,"Winston-Salem, NC 27101-2702",studentaid@wsfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/claude-b-hart-memorial-scholarship/,"The Claude B. Hart Memorial Scholarship provides scholarships to worthy graduating high school seniors from Elkin High School who intend to major in mathematics (accounting, computer science, business administration) and/or engineering (mechanical, civil, chemical, etc.) in college. The applicant must be able to demonstrate financial need as well as significant promise in leadership. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Claude B. Hart Memorial Scholarship
0,Boston University School of Education,2 Sherborn St,"Boston, MA 02215",schapin@bu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/boston-university-robert-noyce-scholarship-programs/,"Boston University is excited to announce the Noyce Scholarship Program in Mathematics, a new initiative to prepare middle school and high school mathematics teachers. With funding from the National Science Foundation and the School of Education and in collaboration with six local school districts and the Graduate School of Arts and Sciences, the Noyce Program will train up to 13 graduate students a year to become mathematics teachers - and Noyce scholars receive 100% tuition support. The one-year program leads to a master's degree and initial teacher licensure. In exchange, Noyce Scholars must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification program.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have majored in mathematics or have a degree in engineering-Must be United States citizens, nationals, or permanent resident aliens-Must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification programFor more information or to apply, please visit the scholarship provider's website.",Boston University Robert Noyce Scholarship Programs
0,"Women in Aviation, International",P.O. Box 50902,"New Bedford, MA 02745",atlanticaviators@yahoo.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/atlantic-aviators-aviation-scholarship/,"The Atlantic Aviators Chapter of Women in Aviation, International would like to encourage women and men in the Southeastern Massachusetts area to develop careers in aviation, science, technology, engineering, and/or mathematics.  To provide resources for this, the chapter is offering two scholarships to any deserving high school seniors, college freshman or sophomores who have demonstrated an aptitude for and have interest in pursuing, or are currently pursuing an aviation or technology related degree at an accredited college or university, flight training, type ratings or other aviation-related studies.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Atlantic Aviators Aviation Scholarship
0,207 Duckering Building,PO Box 755919,"Fairbanks, AK 99775-5919",rblees@alaska.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/alaska-space-grant-program-undergraduate-fellowship/,"Undergraduate Research Fellowships of up to $5,000 will be awarded through a competitive process. Fellowships are open to new and continuing students to support research projects fostering the vision of NASA by encouraging career goals in STEM disciplines, strengthening the nation's STEM workforce and engaging Americans in NASA's mission. Students receiving awards in past competitions may apply and receive awards for subsequent competitions. Women, under-represented minorities and persons with disabilities are strongly encouraged to apply.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Full-time enrollment at an Alaskan institution of higher education during the period of the award-Good academic standing-U.S. CitizenOther requirements:-Students will be required to give a presentation of their project at a public forum within two months of the end of their fellowship period. Alaska Space Grant (ASGP) must be notified of the presentation prior to the event-Students should plan to present a poster at the annual Alaska Space Grant Symposium. The Symposium is typically in mid to late AprilFor more information or to apply, please visit the scholarship provider's website.",Alaska Space Grant Program Undergraduate Fellowship
0,14900 St. Stephens Avenue,,"Chatom, AL 36518",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/alabama-environmental-health-association-scholarship/,"The Alabama Environmental Health Association (AEHA), Inc. presents a student award each year to a junior or senior undergraduate student in the environmental health or a closely related field. This award will be presented at the Alabama Environmental Health Association's annual meeting in April. The award also includes an honorary membership to AEHA, Inc. for one year. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Alabama Environmental Health Association Scholarship
0,PO Box 25266,,"Albuquerque, NM 87176-5266",denise@albuquerquefoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/acf-woodcock-family-education-scholarship-program/,"This fund was established in 1993 by Albuquerque businessman C.E. (Woody) Woodcock and his wife, Dixie, to support students of exceptional promise in the fields of science and math. Scholarships will be awarded to Albuquerque metro area high school graduating seniors (includes Bernalillo, Sandoval, Valencia and Torrance Counties). Scholarships are payable over four years.(adsbygoogle = window.adsbygoogle || []).push({});Additional Criteria:-Strong math and/or science credentials-Plans to enroll full-time at a college/university-Minimum 3.8 GPA-Minimum ACT composite score of 30 or minimum SAT Math score of 680-Career goals in a personal statement-References, at least one from a math/science teacher",ACF Woodcock Family Education Scholarship Program
0,P.O. Box 25266,,"Albuquerque, NM 87125",denise@albuquerquefoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/acf-barnes-w-rose-jr-and-eva-rose-nichol-scholarship-program/,"The Barnes W. Rose, Jr. and Eva Rose Nickol Scholarship Fund was established in 2003 in memory of Mr. Rose and in honor of Eva. Barnes was a 1951 graduate of Albuquerque High School and a 1957 graduate of West Point. Eva is a longtime New Mexico resident. The fund will award a scholarship to an Albuquerque High School graduate pursuing a bachelor's degree in one of the STEM majors: Science, Technology, Engineering, Mathematics (STEM). A priority will be given to those pursuing engineering-related careers.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have a minimum 3.6 GPA-Demonstrate financial need-Attend a college or university in pursuit of a degree in one of the STEM majors-Personal essay should describe career goals related to the STEM majors, and demonstrate a passion for his/her chosen career-Minimum of one reference from an AHS math/science teacherFor more information or to apply, please visit the scholarship provider's website.","ACF Barnes W. Rose, Jr. and Eva Rose Nichol Scholarship Program"
0,1200 New York Ave NW,,"Washington, DC 20005-3920",mmfellowship@aaas.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/aaas-mass-media-science-and-engineering-fellows-program/,"The AAAS Mass Media Science & Engineering Fellowship seeks to increase communication skills in student scientists. From grant writing to interaction with their community, these skills will benefit a student's career path and increase public understanding of science and technology. Students must be enrolled as a college or university student (graduate, doctoral, or upper-level undergraduates)  or within one year of a completed degree - in the physical, biological, geological, health, engineering, computer, or social sciences or mathematics. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",AAAS Mass Media Science and Engineering Fellows Program
