,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/pacific-gas-and-electric-company-erg-disabilities-scholarship/,"The purpose and objectives of the Access Network Employee Resource Group are to support, advocate for, and celebrate the inclusion of people with disabilities in PG&E's workforce; to provide support to customers and the community with disabilities; and to increase PG&E's awareness and reputation regarding disability issues, accomplishments, and challenges.(adsbygoogle = window.adsbygoogle || []).push({});Access Network Employee Resource Group will be awarding $1,000 to $3,000 scholarships to five or more college-bound high school seniors and continuing students. Scholarships are open to college-bound high school seniors and continuing students.Eligibility:-Must have a minimum 3.0 GPA-Must be a college-bound high school senior or continuing college student-Eligible majors include: medical, psychology, and physical therapyFor more information or to apply, please visit the scholarship provider's website.",Pacific Gas & Electric Company ERG Disabilities Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/pacific-gas-and-electric-company-black-erg-scholarship/,"The Black Employee Resource Group is an organization dedicated to cultivating, sustaining and maintaining an energized network of professionals in support of African American culture throughout the company by providing a supportive environment for optimal career and professional development, mentoring, and community outreach. In order to apply, you must be a college-bound high school senior with a minimum 3.0 GPA. All eligible majors include STEM majors, business, environmental, or energy-related majors. Also, your primary residence must be that of a PG&E customer in California at the time of application. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Pacific Gas & Electric Company Black ERG Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/our-littlest-angel-callie-m-wilson-memorial-scholarship/,"The ""Our Littlest Angels - Callie M. Wilson Memorial Scholarship"" was established in 2011 to assist students interested in the field of Nursing. Applicants must demonstrate strong leadership skills and a passion for infants and nursing.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Graduating high school student-Must have a minimum 3.0 GPA-Resident of Saginaw, Bay, or Midland Counties-Pursuing an undergraduate, vocational, or associates degree in a nursing field-Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",Our Littlest Angel - Callie M. Wilson Memorial Scholarship
0,751 West Fourth Street,Suite 200,"Winston-Salem, NC 27101-2702",StudentAid@wsfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/oliver-joel-and-ellen-pell-denny-healthcare-scholarship/,"The Oliver Joel and Ellen Pell Denny Healthcare Scholarship may provide a scholarship for North Carolina residents seeking a first-time associate or baccalaureate degree, certificate, or diploma in a healthcare field. Consideration may also be given to graduate nursing degrees on a limited basis depending on available funding. Preference is given to residents of Davidson, Davie, Forsyth, Stokes, Surry, Wilkes, and Yadkin counties.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be seeking a two or four-year degree or be enrolled in a program leading to a certificate or diploma-Attend an accredited North Carolina school pursuing healthcare education such as, but not limited to, registered nursing, licensed practical nursing, nuclear medicine, radiography, and respiratory therapy-Have a high school/college cumulative GPA of at least 2.5 for all healthcare programs-Provide an acceptance letter for the enrolled program-Demonstrate financial need (not restricted to lower incomes)For more information or to apply, please visit the scholarship provider's website.",Oliver Joel & Ellen Pell Denny Healthcare Scholarship
0,"The National Society of High School Scholars Foundation, Inc.",1936 N. Druid Hills Road,"Atlanta, GA 30319",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/nshss-stem-scholarships/,"The NSHSS Foundation provides STEM to high school seniors with a minimum GPA of 3.0 and a demonstrated desire to major in any area of science, technology, engineering or mathematics (STEM) are eligible. Requirements include a personal statement, a list of STEM activities, photo, transcript, and educator recommendation. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NSHSS STEM Scholarships
0,U.S. Department of Health and Human Services,5600 Fishers Lane,"Rockville, MD 20857",GetHelp@hrsa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/nhsc-scholarship-program/,"You can apply to the Scholarship Program if you are committed to primary care and accepted to or enrolled in an accredited U.S. school in one of the following primary care disciplines: Physicians (MD or DO), Dentists, Nurse Practitioners, Certified Nurse-Midwives, Physician Assistants or Doctor of Nursing Practice (DNP).(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be a U.S. Citizen (either U.S. born or naturalized) or U.S. National, be enrolled or accepted for enrollment as a full-time student, and be eligible for federal employment. The scholarship pays tuition, fees, other educational costs, and provides a living stipend in return for a commitment to work at least 2 years at an NHSC-approved site in a medically under-served community. For more information or to apply, please visit the scholarship provider's website.",NHSC Scholarship Program
0,30 Speen Street,,"Framingham, MA 0171",nancy.dest@cancer.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/new-englands-fuller-fellowship/,"The Fuller Fellowships offer undergraduate students the opportunity to participate in laboratory research with accomplished investigators. Students receive a stipend of $4,500.(adsbygoogle = window.adsbygoogle || []).push({});Upon selection, Fellows are placed at leading New England institutions including teaching hospitals, universities, and medical schools. The average duration of the appointments is between eight to ten weeks with hours that are equivalent to full-time summer employment.Eligibility:-Applicants must be permanent residents of New England (CT, MA, ME, NH, RI, or VT) and enrolled in a four-year undergraduate program anywhere in the country-Seniors and juniors are eligible, and preference is given to those with advanced science/public health course work-Lab skill and interest in research are prerequisites-Minority students and students with American Cancer Society volunteer experience are encouraged to applyFor more information or to apply, please visit the scholarship provider's website.",New England's Fuller Fellowship
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,31 Jenick Lane,,"Woodbridge, CT 06525-1935",william.silberberg@yale.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/naugatuck-valley-medical-scholarship-fund/,"The Naugatuck Valley Medical Scholarship Fund (NVMSF) is a fund dedicated to financially assisting graduating high school students who plan to major in a medical or biomedical field. The NVMSF extends scholarships to students in the lower Naugatuck Valley area of Connecticut, which is made up of the towns of Ansonia, Derby, Seymour, Shelton, Oxford, and Beacon Falls.(adsbygoogle = window.adsbygoogle || []).push({});Academic Requirements-GPA must be 3.5 or higher based on a 4.0 grade scale-SAT: Reading - 600 Writing - 600 Math - 600-ACT: Score of 26 in English, Math, Science and ReadingTo be eligible for a scholarship, applicants must undertake a medically oriented or medical science oriented program at an accredited institution of higher learning.For more information or to apply, please visit the scholarship provider's website.",Naugatuck Valley Medical Scholarship Fund
0,204 E Street NE,,"Washington, DC 20002",scholarship@spaceclub.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/national-space-club-keynote-scholarships/,"Provided to a high school senior, undergraduate or graduate student with definite plans to pursue a career in the science, technology, engineering or mathematics (STEM) fields.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a U.S. citizen-The scholarship is open to seniors in high school through graduate students-The applicant must have the intention of pursuing a career in the STEM fields and plan to attend an accredited U.S college or university to follow a course of study to pursue a career in the STEM field, with a preference for those with space related interests-The applicant can only use the $10,000 scholarship towards tuition for the coming academic year-The applicant must not have previously spoken at the Robert H. Goddard Memorial Dinner-The applicant may apply for any of the scholarships offered by the National Space Club (Robert H. Goddard Memorial Scholarship, Olin E Teague Scholarship, Keynote Scholarship) in the same year, but may only win one in the same yearIn addition:-Completed application and video must be uploaded to the National Space Club website-If chosen to continue, the recipient must be available to speak with the NSC executive committee for a live audition via Skype on January 6th-The recipient must be available to speak at the Goddard Memorial Dinner. Travel and lodging for the recipient and one guest will be provided by the National Space Club-Scholarship check will be provided to the college or university made payable to the applicable college or university no later than June 1st of next year-Non-recipients will not be notified. Applicants may check our website for announcement of the scholarship winnerFor more information or to apply, please visit the scholarship provider's website.",National Space Club Keynote Scholarships
0,1325 West Walnut Hill Lane,P.O. Box 152079,"Irving , TX 75015-2079",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/national-eagle-scout-association-stem-scholarship/,"The NESA STEM scholarship is awarded to one Eagle Scout annually who plans to major in a science, technology, engineering, or mathematics field (STEM).(adsbygoogle = window.adsbygoogle || []).push({});Exception: Eagle Scouts currently in their senior year of high school who will not pass the Eagle Scout board of review even though you may already be attending college at that time. NESA scholarships are not available to students attending community colleges or any of the U.S. military academies, because at these military academies, expenses covered by the NESA scholarships are already paid by the U.S. government.All applicants must be members of the National Eagle Scout Association to apply.For more information or to apply, please visit the scholarship provider's website.",National Eagle Scout Association STEM Scholarship
0,8630 Fenton Street,Suite #330,"Silver Spring, MD 20910",gbelizaire@nbna.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/national-black-nurses-association-nbna-scholarships/,"The National Black Nurses Association (NBNA) provides annual scholarships for African-American students pursuing a degree in nursing. In order to apply, you must be a member of NBNA and a member of a local chapter (if one exists in your area). If a chapter does not exist within a 50 mile radius of your location you can join NBNA as a Direct Member. Candidate must be currently enrolled in a nursing program (B.S.N., A.D., Diploma, or L.P.N./L.V.N.) and in good scholastic standing at the time of application. You must also have at least one full year of school remaining. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",National Black Nurses Association (NBNA) Scholarships
0,1776 D Street NW,,"Washington, DC 20006",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/mildred-nutting-nursing-scholarship/,"A one-time, $2,000 scholarship for two students who are in financial need and who have been accepted or are currently enrolled in an accredited school of nursing. A letter of acceptance into the nursing program or the transcript stating that the applicant is in the Nursing Program must be enclosed with the application. Preference will be given to candidates from the Lowell, MA area.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Mildred Nutting Nursing Scholarship
0,120 Quarry Road,,"Clifton, NJ 07013",melspells@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/melissa-anne-centrella-scholarship-foundation/,"Each year, The Melissa Anne Centrella Scholarship will be awarded to students in New Jersey pursuing a career in Nursing, Medical Sciences, or a Medical Technical field. Because medicine and care were so important to Melissa's everyday life, she had a deep respect for the people that helped to bring dignity, comfort and respect to her special needs. The Board Members know that Melissa loved to help people. In turn, The Board has decided to award scholarships to students who hold the same care and respect for others that Melissa had. Students applying for the Melissa Anne Centrella scholarship must have a 3.0 GPA and will have to display a record of volunteer work for consideration.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Melissa Anne Centrella Scholarship Foundation
0,100 S Main Ave.,Suite 202,"Sidney, OH 45365-2771",info@commfoun.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/medical-and-health-professions-scholarship/,"To be eligible for the Medical & Health Professions Scholarship, applicants must be graduates of high schools within Shelby County (Ohio) or residents of any public school district within Shelby County pursuing a certificate or an associate, bachelor's, or master's degree in medical and associated health professions. Students must have a minimum 2.0 GPA.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Medical & Health Professions Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/maryland-graduate-and-professional-school-scholarship-program/,"To apply for this program, you must be a Maryland resident and demonstrate financial need. You must be enrolled as a degree-seeking student, either part-time or full-time, and attend one of the following schools: University of Maryland, Baltimore (UMB) Schools of Medicine, Dentistry, Law, Pharmacy, or Social Work; University of Baltimore School of Law; The Johns Hopkins University School of Medicine; The Virginia-Maryland Regional College of Veterinary Medicine, or certain Maryland institutions offering a master’s degree in nursing or social work or a first professional degree in pharmacy.(adsbygoogle = window.adsbygoogle || []).push({});Eligible graduate/professional majors include dentistry, law, medicine, nursing, pharmacy, social work, and veterinary medicine.For more information or to apply, please visit the scholarship provider's website.",Maryland Graduate and Professional School Scholarship Program
0,751 West Fourth Street,Suite 200,"Winston-Salem, NC 27101-2702",studentaid@wsfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/marcus-raper-zimmerman-fund/,"The purpose of the fund is to provide post-secondary scholarship assistance to handicapped individuals, or to those persons preparing themselves to work with the handicapped. The scholarship may provide a non-renewable award for students who will pursue a first-time, two- or four-year degree, certificate, or diploma from accredited post-secondary(adsbygoogle = window.adsbygoogle || []).push({});institutions. Scholarships will be applied to the cost of undergraduate tuition, fees, room and board, and other college expenses.Eligibility:-Be residents of Forsyth County-Have a minimum cumulative unweighted GPA of 2.0-Be enrolled a minimum of six credit hours/semester during the academic year in a program leading to a first-time two- or four-year degree, certificate, or diploma from an accredited institution that participates in the federal student aid program-Be a U.S. citizen-Be physically challenged or preparing to work in a profession related to serving the physically challengedFor more information or to apply, please visit the scholarship provider's website.",Marcus Raper Zimmerman Fund
0,417 Loril St,,"Gerogetown, SC 29440",MPHCogswellNursingScholarship@NSDAR.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/madeline-pickett-cogswell-nursing-scholarship/,"The Madeline Pickett (Halbert) Cogswell Nursing Scholarship, in the amount of $2,500, is awarded to two students who are accepted or enrolled in an accredited school of nursing. Applicants must be members, descendants of members or be eligible for membership in NSDAR. The DAR member number of the mother - who is a current, dues-paying member - must be on the application.(adsbygoogle = window.adsbygoogle || []).push({});All applicants must be citizens of the United States and must attend or plan to attend an accredited college or university in the United States. DAR chapter sponsorship is not required; however, a chapter or state chairman may work with the applicant to put the information together to send to the DAR Scholarship Committee.For more information or to apply, please visit the scholarship provider's website.",Madeline Pickett Cogswell Nursing Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/lisa-krukowski-whalen-nursing-scholarship/,"The Lisa Krukowski-Whalen Nursing Scholarship was established to provide financial assistance to a graduating senior or college student from Saginaw County who plans to pursue a nursing career.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have a minimum 3.0 GPA-Graduating high school senior or college student-Pursuing an undergraduate degree in nursing-Saginaw County resident-Full-time enrollment-Accepted in a school of nursingFor more information and to apply, please visit the scholarship provider's website.",Lisa Krukowski-Whalen Nursing Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/lee-essie-and-charlie-mcmillan-jr-medical-scholarship/,"In Saginaw, Mrs. McMillan worked as a licensed beautician and a pianist for several local churches. Mr. McMillan worked full-time at General Motors Grey Iron foundry - a career spanning 41 years. At the same time, Mr. McMillan worked several part-time jobs.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have a minimum 2.5 GPA-Saginaw County resident-High school senior or college student-Pursuing an undergraduate, graduate degree, or vocational studies in the medical field of study-Part or full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.","Lee Essie and Charlie McMillan, Jr. Medical Scholarship"
0,2201 Lexington Ave,,"Ashalnd , KY 41101",Leslee.McLeod@kdmc.kdhs.us,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/kings-daughters-health-foundation-health-career-scholarship/,"A scholarship is awarded in the amount of $2,500 for the first school year, and the use is limited to tuition, room and board, books and lab fees for a student pursuing a career in healthcare. The Health Foundation will mail $1,250 directly to the recipient's school of choice a the beginning of each semester. Scholarships winners are required to maintain a 2.50 GPA with a minimum of 12 hours of classes per semester. Winners must provide the Health Foundation with a copy of their transcript at the end of each semester, in order to receive the second payment of the scholarship.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be children of full-time team members at King's Daughters and must be a high school senior who is enrolled or plans to enroll in a healthcare career field at an educational provider in Kentucky, Ohio or West Virginia. Must have maintained at least a 2.50 GPA in high school/successfully completed the G.E.D. For more information or to apply, please visit the scholarship provider's website.",King's Daughters Health Foundation Health Career Scholarship
0,312 Whittington Pkwy,,"Louisville, KY 40222",RichelleR.Livers@mail.state.ky.us,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/kentucky-nursing-incentive-scholarship-fund/,"The Nursing Incentive Scholarship Fund (NISF) provides scholarships to Kentucky residents who will be attending approved prelicensure nursing programs (registered nurse or practical nurse) or graduate nursing programs. Students in prelicensure (LPN & RN) and BSN completion nursing programs must complete a minimum of 15 credit hours of published requirements for the nursing program per academic year. Graduate nursing programs require completion of 9 credit hours per academic year. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Kentucky Nursing Incentive Scholarship Fund
0,1840 South 1300 East,,"Salt Lake City , UT 84105",finaid@westminstercollege.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/kathryn-kyriopoulos-colemere-endowed-scholarship/,"The Kathryn Kyriopoulos Colemere Endowed Scholarship was established in 2004. The scholarship is awarded to students who are single parents and have financial need. Preference is given to students in business, education, or nursing. Applicants must be enrolled at least half-time and have a minimum 3.0 GPA.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Kathryn Kyriopoulos Colemere Endowed Scholarship
0,100 Grange Place,,"Cortland, NY 13045",nysgrange@nysgrange.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/june-gill-nursing-scholarship/,"June Gill was a Grange member and a nurse from Dutchess County New York. She established this scholarship fund to encourage Grange members to enter the nursing profession. You must be an adult or student Grange Member in good standing or the son/daughter of a Grange Member in good standing to receive this award.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must show verification of enrollment in a Nursing Program and of Grange Membership of the parents. For more information or to apply, please visit the scholarship provider's website.",June Gill Nursing Scholarship
0,ONS Foundation,501 Holiday Dr,"Pittsburgh, PA 15220-2749",foundation@ons.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/josh-gottheil-memorial-bone-marrow-transplant-career-development-awards/,"The purpose of this scholarship is to support registered nurses working in bone marrow transplantation by providing financial assistance to attend a continuing education program(s) that will further the nurses' professional goals as they related to transplant nursing. This award cannot be used for tuition in an academic program.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must currently be employed as a registered nurse working in bone marrow transplantation with a minimum of 75% time devoted to patient care, or in the position of nurse manager, nurse practitioner, or clinical nurse specialist with BMT patient population or a BMT coordinator. Must have two or more years in BMT nursing practice prior to application due date and cannot be used for ONS Congress or ONS Connections conferences or for education programs/courses that lead to an academic degree. For more information or to apply, please visit the scholarship provider's website.",Josh Gottheil Memorial Bone Marrow Transplant Career Development Awards
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/josef-princ-memorial-scholarship/,"CCSD male seniors who are of European descent may apply for the Josef Princ Memorial Scholarship. Applicants must also have a minimum 3.5 GPA, demonstrate financial need and planning to attend an accredited post-secondary college or university majoring in engineering, mathematics or science. Up to four scholarships in the amount of $2,000 each will be awarded. Must write a 400-500 essay on questions such as: ""What do you find most challenging about a college major in engineering, math or science?"" as well as other similar questions. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Josef Princ Memorial Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/joe-h-and-rosanne-s-gardner-scholarship/,"Established in 2012, the Joe H. and Rosanne S. Gardner Memorial Scholarship provides funding for students pursuing a career in the medical field.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Graduating high school senior-Must have a minimum 3.0 GPA-Pursuing an undergraduate degree in medical, dental, nursing, or pharmacology-Resident of the Great Lakes Bay Region-Attending MSU, University of Michigan, or SVSU-Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",Joe H. and Rosanne S. Gardner Scholarship
0,930 E. 50th Street,,"Chicago , IL 60615",mchambers@rainbowpush.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/jesse-l-jackson-fellows-toyota-scholarship/,"The Jesse Jackson Fellows-Toyota Scholarship is a renewable scholarship that awards up to $25,000 dollars annually to deserving African-American college sophomores. Students who are interested in applying for the scholarship must have a minimum cumulative 3.0 GPA, be a business or STEM (Science, technology, engineering and/or math) major that can be applied to the automotive industry, demonstrated participation in community service and need for financial assistance. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Jesse L. Jackson-Fellows Toyota Scholarship
0,10 East Allen Street,P.O. Box 2000,"Winooski, VT 05404",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/jean-andrews-nursing-scholarship/,"The Jean Andrews Nursing Scholarship (sponsored by Porter Hospital Women's Auxiliary) was created to encourage students to enter the nursing profession. In order to apply, you must attend an accredited school approved for federal Title IV funding (Pell grants, Stafford loans, PLUS loans); reside in Addison County, seek a degree in registered nursing or nursing education and demonstrate financial need. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Jean Andrews Nursing Scholarship
0,4427 N. Clark St,,"Chicago , IL 60640",rmartinez@jasc-chicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/jasc-nielsen-stem-scholarship/,"In recognition of the community's achievements and its enduring values, Nielsen supports the next generation of Asian American leaders in science, technology, engineering, and mathematics (STEM) with these two scholarships.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be either a high school senior or currently enrolled as a student in a college or university-Area of college study must be in either science, technology, engineering or mathematics (STEM)-High school applicant's family must have a current JASC Family membership. College applicant must have his/her own current student or individual membership-Applicant need not be of Japanese ancestry and need not be a citizen of the U.S.-Applicant must be a resident of the State of Illinois for at least one year prior to graduation or be a graduate from an accredited Illinois high school-Applicant must submit a written applicationRequired materials:-Official high school/college transcripts-Summary of extracurricular activities-Summary of community service-One page essay on one of the topics (choose one): ""How is JASC relevant to your life?"" or ""How has JASC contributed to your sense of self or personal growth?-Teacher/professor letter of reference-Japanese-American community participation letter of referenceCriteria:-Service to and participation in JASC and other Japanese American community events, programs, and projects-Good grades or steady improvement of grades over the course of high school-Demonstration of extracurricular activitiesFor more information or to apply, please visit the scholarship provider's website.",JASC-Nielsen STEM Scholarship
0,P.O. Box 82563,,"Hapeville, GA 30354",scholarship@freemontfoundation.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/james-m-and-erma-t-freemont-scholarship-program/,"The Freemont Foundation Scholarship Program is available to graduating high school seniors, undergraduate, and graduate students. Selected from a nationwide pool of applicants, qualified recipients will become Freemont Scholars.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Must be a graduating high school senior (must plan on attending a HBCU) or an undergraduate students (must currently attend a HBCU); graduate students are eligible to applyFor more information or to apply, please visit the scholarship provider's website.",James M. & Erma T. Freemont Scholarship Program
0,200 Foston Chapel Rd,,"Hopkinsville, KY 42240",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/irene-and-daisy-macgregor-memorial-scholarship/,"The Irene and Daisy MacGregor Memorial Scholarship is awarded to two students of high scholastic standing and character who have been accepted into or are pursuing an approved course of study to become a medical doctor (no pre-med, veterinarian or physician assistant) at an approved, accredited medical school. Renewal is conditional upon maintaining a 3.25 GPA.(adsbygoogle = window.adsbygoogle || []).push({});This scholarship is also available to students who have been accepted into or who are pursuing an approved course of study in the field of psychiatric nursing at the graduate level at accredited medical schools, colleges, or universities. Preference will be given to females.All applicants must be citizens of the United States and must attend or plan to attend an accredited college or university in the United States. DAR chapter sponsorship is not required; however, a chapter or state chairman may work with the applicant to put the information together to send to the DAR Scholarship Committee.For more information or to apply, please visit the scholarship provider's website.",Irene and Daisy MacGregor Memorial Scholarship
0,5600 Fishers Lane,,"Rockville, MD 20857",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/indian-health-service-scholarships/,"The Indian Health Service (IHS) offers three scholarships for American Indian and Alaska Native students in order to educate and train health professionals to staff Indian health programs. We strive to develop our next generation of leaders, as well as help make the pursuit of a meaningful career in Indian health attainable for American Indian and Alaska Native students. There are three scholarships: the Preparatory Scholarship, the Pre-Graduate Scholarship, and the Health Professions Scholarship.(adsbygoogle = window.adsbygoogle || []).push({});1. Preparatory Scholarship:Our Preparatory scholarship provides financial aid to qualified American Indian and Alaska Native undergraduate students. Recipients must be members or descendants of federally recognized, state recognized or terminated tribes enrolled in preparatory courses or prerequisite courses leading to enrollment in an eligible health professions degree program.2. Pre-Graduate Scholarship:Our Pre-Graduate scholarship provides financial aid to qualified American Indian and Alaska Native undergraduate students. Recipients must be members or descendants of federally recognized, state recognized or terminated tribes enrolled in courses leading to a bachelor's degree in pre-medicine, pre-dentistry, pre-podiatry, and other subjects needed by the Indian health programs.3. Health Professions Scholarship:Our Health Professions scholarship provides financial aid to qualified American Indian and Alaska Native undergraduate- and graduate-level students. Recipients must be members of federally recognized tribes and enrolled in an eligible health profession degree program. In exchange for financial aid, scholarship recipients agree to fulfill a service commitment in full-time clinical practice upon completion of their academic or post-graduate clinical training.Academic requirements:-Be a high school graduate or the equivalent-Have a minimum 2.0 GPA-Be capable of completing a health profession degree program-Intend to serve Indian people as a health professional in your chosen disciplineFor more information or to apply, please visit the scholarship provider's website.",Indian Health Service Scholarships
0,2200 South Sixth Street,,"Springfield , IL 62703",Crystal@ilamvets.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/illinois-amvets-sad-sacks-nursing-scholarships/,"The Illinois AMVETS Service Foundation supports a scholarship program each year that provides graduating Illinois high school students a scholarship for their continued education.(adsbygoogle = window.adsbygoogle || []).push({});To be eligible for this scholarship the applicant must:-Be an Illinois high school senior who has been accepted into a pre-approved nursing program (a copy of an acceptance letter must accompany the application) or may already be a student in an approved school of nursing in the state of Illinois.-Prove satisfactory in academic record, character, interest, and activity record, and financial need-Priority will be given to the dependant of a deceased or disabled veteranFor more details and to apply, please visit the scholarship provider's website.",Illinois AMVETS Sad Sacks Nursing Scholarships
0,3900 Whiteside St.,,"Los Angeles, CA 90063",gcruz@greatmindsinstem.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/henaac-scholars-program/,"HENAAC scholarship recipients continue to pave the way for future generations of Hispanics and lead by example to empower our communities and enhance our nation’s professional technical workforce. In order to apply for the scholarship, applicants must demonstrate merit through academic achievements, leadership and campus/community activities; have a minimum 3.0 GPA; be pursuing a STEM-related degree and be of Hispanic origin and/or must significantly demonstrate leadership or service within the Hispanic community. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",HENAAC Scholars Program
0,100 S Main Ave,Suite 202,"Sidney, OH 45365-2771",info@commfoun.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/heidi-norris-fund/,"Auglaize, Shelby, or Mercer County (Ohio) resident majoring in Respiratory Therapy or a closely related field who have completed sufficient college coursework to surpass freshman status. The applicant will have maintained a college GPA of at least 2.5 and be pursuing an Associate's, Bachelor's or Master's degree.(adsbygoogle = window.adsbygoogle || []).push({});Selection based on: financial need, academic ability, community and school service, and recommendations.For more information or to apply, please visit the scholarship provider's website.",Heidi Norris Fund
